year,host_country,round,stage_type,date,home_team,away_team,home_score,away_score,total_goals,goal_diff,result,winner,home_xg,away_xg,home_penalty_shootout,away_penalty_shootout,venue,attendance,referee,home_manager,away_manager,home_captain,away_captain,notes
2022,Qatar,Final,Knockout,2022-12-18,Argentina,France,3.0,3.0,6.0,0.0,Home Win (pens),Argentina,3.3,2.2,4.0,2.0,"Lusail Iconic Stadium, Lusail",88966,Szymon Marciniak,Lionel Scaloni,Didier Deschamps,Lionel Messi,Hugo Lloris,Argentina won on penalty kicks following extra time
2022,Qatar,Third-place match,Knockout,2022-12-17,Croatia,Morocco,2.0,1.0,3.0,1.0,Home Win,Croatia,0.7,1.2,,,"Khalifa International Stadium, Doha",44137,Abdulrahman Ibrahim Al Jassim,Zlatko Dalić,Hoalid Regragui,Luka Modrić,Hakim Ziyech,
2022,Qatar,Semi-finals,Knockout,2022-12-14,France,Morocco,2.0,0.0,2.0,2.0,Home Win,France,2.0,0.9,,,"Al Bayt Stadium, Al Khor",68294,César Arturo Ramos,Didier Deschamps,Hoalid Regragui,Hugo Lloris,Romain Saïss,
2022,Qatar,Semi-finals,Knockout,2022-12-13,Argentina,Croatia,3.0,0.0,3.0,3.0,Home Win,Argentina,2.3,0.5,,,"Lusail Iconic Stadium, Lusail",88966,Daniele Orsato,Lionel Scaloni,Zlatko Dalić,Lionel Messi,Luka Modrić,
2022,Qatar,Quarter-finals,Knockout,2022-12-10,Morocco,Portugal,1.0,0.0,1.0,1.0,Home Win,Morocco,1.4,0.9,,,"Al Thumama Stadium, ath-Thumāma",44198,Facundo Tello,Hoalid Regragui,Fernando Santos,Romain Saïss,Pepe,
2022,Qatar,Quarter-finals,Knockout,2022-12-10,England,France,1.0,2.0,3.0,-1.0,Away Win,France,2.4,0.9,,,"Al Bayt Stadium, Al Khor",68895,Wilton Sampaio,Gareth Southgate,Didier Deschamps,Harry Kane,Hugo Lloris,
2022,Qatar,Quarter-finals,Knockout,2022-12-09,Croatia,Brazil,1.0,1.0,2.0,0.0,Home Win (pens),Croatia,0.6,2.5,4.0,2.0,"Education City Stadium, Doha",43893,Michael Oliver,Zlatko Dalić,Tite,Luka Modrić,Thiago Silva,Croatia won on penalty kicks following extra time
2022,Qatar,Quarter-finals,Knockout,2022-12-09,Netherlands,Argentina,2.0,2.0,4.0,0.0,Away Win (pens),Argentina,0.6,1.9,3.0,4.0,"Lusail Iconic Stadium, Lusail",88235,Antonio Matéu,Louis van Gaal,Lionel Scaloni,Virgil van Dijk,Lionel Messi,Argentina won on penalty kicks following extra time
2022,Qatar,Round of 16,Knockout,2022-12-06,Morocco,Spain,0.0,0.0,0.0,0.0,Home Win (pens),Morocco,0.7,1.0,3.0,0.0,"Education City Stadium, Doha",44667,Fernando Rapallini,Hoalid Regragui,Luis Enrique,Romain Saïss,Sergio Busquets,Morocco won on penalty kicks following extra time
2022,Qatar,Round of 16,Knockout,2022-12-06,Portugal,Switzerland,6.0,1.0,7.0,5.0,Home Win,Portugal,2.3,1.2,,,"Lusail Iconic Stadium, Lusail",83720,César Arturo Ramos,Fernando Santos,Murat Yakin,Pepe,Granit Xhaka,
2022,Qatar,Round of 16,Knockout,2022-12-05,Japan,Croatia,1.0,1.0,2.0,0.0,Away Win (pens),Croatia,1.2,1.4,1.0,3.0,"Al Janoub Stadium, Al Wakrah",42523,Ismail Elfath,Hajime Moriyasu,Zlatko Dalić,Maya Yoshida,Luka Modrić,Croatia won on penalty kicks following extra time
2022,Qatar,Round of 16,Knockout,2022-12-05,Brazil,Korea Republic,4.0,1.0,5.0,3.0,Home Win,Brazil,3.6,0.5,,,"Stadium 974, Doha",43847,Clément Turpin,Tite,Paulo Bento,Thiago Silva,Son Heung-min,
2022,Qatar,Round of 16,Knockout,2022-12-04,France,Poland,3.0,1.0,4.0,2.0,Home Win,France,1.4,1.7,,,"Al Thumama Stadium, ath-Thumāma",40989,Jesús Valenzuela,Didier Deschamps,Czesław Michniewicz,Hugo Lloris,Robert Lewandowski,
2022,Qatar,Round of 16,Knockout,2022-12-04,England,Senegal,3.0,0.0,3.0,3.0,Home Win,England,1.0,0.8,,,"Al Bayt Stadium, Al Khor",65985,Iván Barton,Gareth Southgate,Aliou Cissé,Harry Kane,Kalidou Koulibaly,
2022,Qatar,Round of 16,Knockout,2022-12-03,Netherlands,United States,3.0,1.0,4.0,2.0,Home Win,Netherlands,1.7,1.5,,,"Khalifa International Stadium, Doha",44846,Wilton Sampaio,Louis van Gaal,Gregg Berhalter,Virgil van Dijk,Tyler Adams,
2022,Qatar,Round of 16,Knockout,2022-12-03,Argentina,Australia,2.0,1.0,3.0,1.0,Home Win,Argentina,1.6,0.6,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",45032,Szymon Marciniak,Lionel Scaloni,Graham Arnold,Lionel Messi,Mathew Ryan,
2022,Qatar,Group stage,Group Stage,2022-12-02,Korea Republic,Portugal,2.0,1.0,3.0,1.0,Home Win,Korea Republic,1.7,1.3,,,"Education City Stadium, Doha",44097,Facundo Tello,Sérgio Costa,Fernando Santos,Son Heung-min,Cristiano Ronaldo,
2022,Qatar,Group stage,Group Stage,2022-12-02,Ghana,Uruguay,0.0,2.0,2.0,-2.0,Away Win,Uruguay,1.6,1.8,,,"Al Janoub Stadium, Al Wakrah",43443,Daniel Siebert,Otto Addo,Diego Alonso,André Ayew,Luis Suárez,
2022,Qatar,Group stage,Group Stage,2022-12-02,Cameroon,Brazil,1.0,0.0,1.0,1.0,Home Win,Cameroon,0.5,2.5,,,"Lusail Iconic Stadium, Lusail",85986,Ismail Elfath,Rigobert Song,Tite,Vincent Aboubakar,Dani Alves,
2022,Qatar,Group stage,Group Stage,2022-12-02,Serbia,Switzerland,2.0,3.0,5.0,-1.0,Away Win,Switzerland,1.3,2.7,,,"Stadium 974, Doha",41378,Fernando Rapallini,Dragan Stojković,Murat Yakin,Dušan Tadić,Granit Xhaka,
2022,Qatar,Group stage,Group Stage,2022-12-01,Canada,Morocco,1.0,2.0,3.0,-1.0,Away Win,Morocco,1.4,0.5,,,"Al Thumama Stadium, ath-Thumāma",43102,Raphael Claus,John Herdman,Hoalid Regragui,Milan Borjan,Romain Saïss,
2022,Qatar,Group stage,Group Stage,2022-12-01,Croatia,Belgium,0.0,0.0,0.0,0.0,Draw,Draw,0.7,3.0,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",43984,Anthony Taylor,Zlatko Dalić,Roberto Martínez,Luka Modrić,Kevin De Bruyne,
2022,Qatar,Group stage,Group Stage,2022-12-01,Costa Rica,Germany,2.0,4.0,6.0,-2.0,Away Win,Germany,1.3,5.7,,,"Al Bayt Stadium, Al Khor",67054,Stéphanie Frappart,Luis Fernando Suárez,Hansi Flick,Keylor Navas,Manuel Neuer,
2022,Qatar,Group stage,Group Stage,2022-12-01,Japan,Spain,2.0,1.0,3.0,1.0,Home Win,Japan,1.4,1.0,,,"Khalifa International Stadium, Doha",44851,Victor Gomes,Hajime Moriyasu,Luis Enrique,Maya Yoshida,Sergio Busquets,
2022,Qatar,Group stage,Group Stage,2022-11-30,Australia,Denmark,1.0,0.0,1.0,1.0,Home Win,Australia,0.6,0.6,,,"Al Janoub Stadium, Al Wakrah",41232,Mustapha Ghorbal,Graham Arnold,Kasper Hjulmand,Mathew Ryan,Christian Eriksen,
2022,Qatar,Group stage,Group Stage,2022-11-30,Tunisia,France,1.0,0.0,1.0,1.0,Home Win,Tunisia,0.5,0.8,,,"Education City Stadium, Doha",43627,Matt Conger,Jalel Kadri,Didier Deschamps,Wahbi Khazri,Raphaël Varane,
2022,Qatar,Group stage,Group Stage,2022-11-30,Saudi Arabia,Mexico,1.0,2.0,3.0,-1.0,Away Win,Mexico,1.1,2.3,,,"Lusail Iconic Stadium, Lusail",84985,Michael Oliver,Hervé Renard,Tata Martino,Salem Al-Dawsari,Guillermo Ochoa,
2022,Qatar,Group stage,Group Stage,2022-11-30,Poland,Argentina,0.0,2.0,2.0,-2.0,Away Win,Argentina,0.3,3.5,,,"Stadium 974, Doha",44089,Danny Makkelie,Czesław Michniewicz,Lionel Scaloni,Robert Lewandowski,Lionel Messi,
2022,Qatar,Group stage,Group Stage,2022-11-29,Ecuador,Senegal,1.0,2.0,3.0,-1.0,Away Win,Senegal,0.9,2.1,,,"Khalifa International Stadium, Doha",44569,Clément Turpin,Gustavo Alfaro,Aliou Cissé,Enner Valencia,Kalidou Koulibaly,
2022,Qatar,Group stage,Group Stage,2022-11-29,Netherlands,Qatar,2.0,0.0,2.0,2.0,Home Win,Netherlands,1.6,0.1,,,"Al Bayt Stadium, Al Khor",66784,Bakary Papa Gassama,Louis van Gaal,Félix Sánchez,Virgil van Dijk,Hassan Al-Haydos,
2022,Qatar,Group stage,Group Stage,2022-11-29,IR Iran,United States,0.0,1.0,1.0,-1.0,Away Win,United States,0.4,1.2,,,"Al Thumama Stadium, ath-Thumāma",42127,Antonio Matéu,Carlos Queiroz,Gregg Berhalter,Ehsan Hajsafi,Tyler Adams,
2022,Qatar,Group stage,Group Stage,2022-11-29,Wales,England,0.0,3.0,3.0,-3.0,Away Win,England,0.3,2.4,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",44297,Slavko Vinčič,Rob Page,Gareth Southgate,Gareth Bale,Harry Kane,
2022,Qatar,Group stage,Group Stage,2022-11-28,Cameroon,Serbia,3.0,3.0,6.0,0.0,Draw,Draw,2.2,1.9,,,"Al Janoub Stadium, Al Wakrah",39789,Mohammed Abdulla Hassan,Rigobert Song,Dragan Stojković,Eric Maxim Choupo-Moting,Dušan Tadić,
2022,Qatar,Group stage,Group Stage,2022-11-28,Korea Republic,Ghana,2.0,3.0,5.0,-1.0,Away Win,Ghana,1.8,1.6,,,"Education City Stadium, Doha",43983,Anthony Taylor,Paulo Bento,Otto Addo,Son Heung-min,André Ayew,
2022,Qatar,Group stage,Group Stage,2022-11-28,Brazil,Switzerland,1.0,0.0,1.0,1.0,Home Win,Brazil,1.0,0.3,,,"Stadium 974, Doha",43649,Iván Barton,Tite,Murat Yakin,Thiago Silva,Granit Xhaka,
2022,Qatar,Group stage,Group Stage,2022-11-28,Portugal,Uruguay,2.0,0.0,2.0,2.0,Home Win,Portugal,1.3,1.3,,,"Lusail Iconic Stadium, Lusail",88668,Alireza Faghani,Fernando Santos,Diego Alonso,Cristiano Ronaldo,Diego Godín,
2022,Qatar,Group stage,Group Stage,2022-11-27,Japan,Costa Rica,0.0,1.0,1.0,-1.0,Away Win,Costa Rica,0.9,0.1,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",41479,Michael Oliver,Hajime Moriyasu,Luis Fernando Suárez,Maya Yoshida,Keylor Navas,
2022,Qatar,Group stage,Group Stage,2022-11-27,Belgium,Morocco,0.0,2.0,2.0,-2.0,Away Win,Morocco,1.0,1.5,,,"Al Thumama Stadium, ath-Thumāma",43738,César Arturo Ramos,Roberto Martínez,Hoalid Regragui,Eden Hazard,Romain Saïss,
2022,Qatar,Group stage,Group Stage,2022-11-27,Croatia,Canada,4.0,1.0,5.0,3.0,Home Win,Croatia,2.6,0.4,,,"Khalifa International Stadium, Doha",44374,Andrés Matonte,Zlatko Dalić,John Herdman,Luka Modrić,Atiba Hutchinson,
2022,Qatar,Group stage,Group Stage,2022-11-27,Spain,Germany,1.0,1.0,2.0,0.0,Draw,Draw,0.6,1.3,,,"Al Bayt Stadium, Al Khor",68895,Danny Makkelie,Luis Enrique,Hansi Flick,Sergio Busquets,Manuel Neuer,
2022,Qatar,Group stage,Group Stage,2022-11-26,Tunisia,Australia,0.0,1.0,1.0,-1.0,Away Win,Australia,0.9,0.6,,,"Al Janoub Stadium, Al Wakrah",41823,Daniel Siebert,Jalel Kadri,Graham Arnold,Youssef Msakni,Mathew Ryan,
2022,Qatar,Group stage,Group Stage,2022-11-26,Poland,Saudi Arabia,2.0,0.0,2.0,2.0,Home Win,Poland,1.6,1.7,,,"Education City Stadium, Doha",44259,Wilton Sampaio,Czesław Michniewicz,Hervé Renard,Robert Lewandowski,Salem Al-Dawsari,
2022,Qatar,Group stage,Group Stage,2022-11-26,France,Denmark,2.0,1.0,3.0,1.0,Home Win,France,2.4,0.6,,,"Stadium 974, Doha",42860,Szymon Marciniak,Didier Deschamps,Kasper Hjulmand,Hugo Lloris,Kasper Schmeichel,
2022,Qatar,Group stage,Group Stage,2022-11-26,Argentina,Mexico,2.0,0.0,2.0,2.0,Home Win,Argentina,0.3,0.3,,,"Lusail Iconic Stadium, Lusail",88966,Daniele Orsato,Lionel Scaloni,Tata Martino,Lionel Messi,Andrés Guardado,
2022,Qatar,Group stage,Group Stage,2022-11-25,Wales,IR Iran,0.0,2.0,2.0,-2.0,Away Win,IR Iran,0.9,1.4,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",40875,Mario Escobar,Rob Page,Carlos Queiroz,Gareth Bale,Ehsan Hajsafi,
2022,Qatar,Group stage,Group Stage,2022-11-25,Qatar,Senegal,1.0,3.0,4.0,-2.0,Away Win,Senegal,1.0,0.8,,,"Al Thumama Stadium, ath-Thumāma",41797,Antonio Matéu,Félix Sánchez,Aliou Cissé,Hassan Al-Haydos,Kalidou Koulibaly,
2022,Qatar,Group stage,Group Stage,2022-11-25,Netherlands,Ecuador,1.0,1.0,2.0,0.0,Draw,Draw,0.1,1.7,,,"Khalifa International Stadium, Doha",44833,Mustapha Ghorbal,Louis van Gaal,Gustavo Alfaro,Virgil van Dijk,Enner Valencia,
2022,Qatar,Group stage,Group Stage,2022-11-25,England,United States,0.0,0.0,0.0,0.0,Draw,Draw,0.8,0.6,,,"Al Bayt Stadium, Al Khor",68463,Jesús Valenzuela,Gareth Southgate,Gregg Berhalter,Harry Kane,Tyler Adams,
2022,Qatar,Group stage,Group Stage,2022-11-24,Switzerland,Cameroon,1.0,0.0,1.0,1.0,Home Win,Switzerland,1.4,0.7,,,"Al Janoub Stadium, Al Wakrah",39089,Facundo Tello,Murat Yakin,Rigobert Song,Granit Xhaka,Eric Maxim Choupo-Moting,
2022,Qatar,Group stage,Group Stage,2022-11-24,Uruguay,Korea Republic,0.0,0.0,0.0,0.0,Draw,Draw,0.6,0.6,,,"Education City Stadium, Doha",41663,Clément Turpin,Diego Alonso,Paulo Bento,Diego Godín,Son Heung-min,
2022,Qatar,Group stage,Group Stage,2022-11-24,Portugal,Ghana,3.0,2.0,5.0,1.0,Home Win,Portugal,2.0,0.9,,,"Stadium 974, Doha",42662,Ismail Elfath,Fernando Santos,Otto Addo,Cristiano Ronaldo,André Ayew,
2022,Qatar,Group stage,Group Stage,2022-11-24,Brazil,Serbia,2.0,0.0,2.0,2.0,Home Win,Brazil,2.4,0.2,,,"Lusail Iconic Stadium, Lusail",88103,Alireza Faghani,Tite,Dragan Stojković,Thiago Silva,Dušan Tadić,
2022,Qatar,Group stage,Group Stage,2022-11-23,Morocco,Croatia,0.0,0.0,0.0,0.0,Draw,Draw,0.4,0.5,,,"Al Bayt Stadium, Al Khor",59407,Fernando Rapallini,Hoalid Regragui,Zlatko Dalić,Romain Saïss,Luka Modrić,
2022,Qatar,Group stage,Group Stage,2022-11-23,Germany,Japan,1.0,2.0,3.0,-1.0,Away Win,Japan,3.1,1.5,,,"Khalifa International Stadium, Doha",42608,Iván Barton,Hansi Flick,Hajime Moriyasu,Manuel Neuer,Maya Yoshida,
2022,Qatar,Group stage,Group Stage,2022-11-23,Spain,Costa Rica,7.0,0.0,7.0,7.0,Home Win,Spain,3.5,0.0,,,"Al Thumama Stadium, ath-Thumāma",40013,Mohammed Abdulla Hassan,Luis Enrique,Luis Fernando Suárez,Sergio Busquets,Keylor Navas,
2022,Qatar,Group stage,Group Stage,2022-11-23,Belgium,Canada,1.0,0.0,1.0,1.0,Home Win,Belgium,0.8,2.4,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",40432,Janny Sikazwe,Roberto Martínez,John Herdman,Eden Hazard,Atiba Hutchinson,
2022,Qatar,Group stage,Group Stage,2022-11-22,Argentina,Saudi Arabia,1.0,2.0,3.0,-1.0,Away Win,Saudi Arabia,2.2,0.1,,,"Lusail Iconic Stadium, Lusail",88012,Slavko Vinčič,Lionel Scaloni,Hervé Renard,Lionel Messi,Salman Al-Faraj,
2022,Qatar,Group stage,Group Stage,2022-11-22,Denmark,Tunisia,0.0,0.0,0.0,0.0,Draw,Draw,1.4,0.9,,,"Education City Stadium, Doha",42925,César Arturo Ramos,Kasper Hjulmand,Jalel Kadri,Simon Kjær,Youssef Msakni,
2022,Qatar,Group stage,Group Stage,2022-11-22,Mexico,Poland,0.0,0.0,0.0,0.0,Draw,Draw,0.7,0.9,,,"Stadium 974, Doha",39369,Chris Beath,Tata Martino,Czesław Michniewicz,Guillermo Ochoa,Robert Lewandowski,
2022,Qatar,Group stage,Group Stage,2022-11-22,France,Australia,4.0,1.0,5.0,3.0,Home Win,France,4.0,0.5,,,"Al Janoub Stadium, Al Wakrah",40875,Victor Gomes,Didier Deschamps,Graham Arnold,Hugo Lloris,Mathew Ryan,
2022,Qatar,Group stage,Group Stage,2022-11-21,England,IR Iran,6.0,2.0,8.0,4.0,Home Win,England,2.1,1.4,,,"Khalifa International Stadium, Doha",45334,Raphael Claus,Gareth Southgate,Carlos Queiroz,Harry Kane,Ehsan Hajsafi,
2022,Qatar,Group stage,Group Stage,2022-11-21,Senegal,Netherlands,0.0,2.0,2.0,-2.0,Away Win,Netherlands,0.9,0.7,,,"Al Thumama Stadium, ath-Thumāma",41721,Wilton Sampaio,Aliou Cissé,Louis van Gaal,Kalidou Koulibaly,Virgil van Dijk,
2022,Qatar,Group stage,Group Stage,2022-11-21,United States,Wales,1.0,1.0,2.0,0.0,Draw,Draw,0.8,1.5,,,"Ahmed bin Ali Stadium, Umm al-Afā'ī",43418,Abdulrahman Ibrahim Al Jassim,Gregg Berhalter,Rob Page,Tyler Adams,Gareth Bale,
2022,Qatar,Group stage,Group Stage,2022-11-20,Qatar,Ecuador,0.0,2.0,2.0,-2.0,Away Win,Ecuador,0.3,1.2,,,"Al Bayt Stadium, Al Khor",67372,Daniele Orsato,Félix Sánchez,Gustavo Alfaro,Hassan Al-Haydos,Enner Valencia,
2018,Russia,Final,Knockout,2018-07-15,France,Croatia,4.0,2.0,6.0,2.0,Home Win,France,1.1,1.1,,,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Néstor Pitana,Didier Deschamps,Zlatko Dalić,Hugo Lloris,Luka Modrić,
2018,Russia,Third-place match,Knockout,2018-07-14,Belgium,England,2.0,0.0,2.0,2.0,Home Win,Belgium,1.5,1.0,,,"Gazprom Arena, Sankt-Petersburg",64406,Alireza Faghani,Roberto Martínez,Gareth Southgate,Eden Hazard,Harry Kane,
2018,Russia,Semi-finals,Knockout,2018-07-11,Croatia,England,2.0,1.0,3.0,1.0,Home Win,Croatia,1.7,0.6,,,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Cüneyt Çakιr,Zlatko Dalić,Gareth Southgate,Luka Modrić,Harry Kane,Required Extra Time
2018,Russia,Semi-finals,Knockout,2018-07-10,France,Belgium,1.0,0.0,1.0,1.0,Home Win,France,1.7,0.4,,,"Gazprom Arena, Sankt-Petersburg",64286,Andrés Cunha,Didier Deschamps,Roberto Martínez,Hugo Lloris,Eden Hazard,
2018,Russia,Quarter-finals,Knockout,2018-07-07,Sweden,England,0.0,2.0,2.0,-2.0,Away Win,England,0.5,1.0,,,"Cosmos Arena, Samara",39991,Björn Kuipers,Janne Andersson,Gareth Southgate,Andreas Granqvist,Harry Kane,
2018,Russia,Quarter-finals,Knockout,2018-07-07,Russia,Croatia,2.0,2.0,4.0,0.0,Away Win (pens),Croatia,1.0,1.7,3.0,4.0,"Olimpiyskiy Stadion Fisht, Sochi",44287,Sandro Ricci,Stanislav Cherchesov,Zlatko Dalić,Igor Akinfeev,Luka Modrić,Croatia won on penalty kicks following extra time
2018,Russia,Quarter-finals,Knockout,2018-07-06,Uruguay,France,0.0,2.0,2.0,-2.0,Away Win,France,0.9,0.5,,,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,Néstor Pitana,Óscar Tabárez,Didier Deschamps,Diego Godín,Hugo Lloris,
2018,Russia,Quarter-finals,Knockout,2018-07-06,Brazil,Belgium,1.0,2.0,3.0,-1.0,Away Win,Belgium,2.8,0.5,,,"Kazan Arena, Kazan",42873,Milorad Mažić,Tite,Roberto Martínez,Miranda,Eden Hazard,
2018,Russia,Round of 16,Knockout,2018-07-03,Sweden,Switzerland,1.0,0.0,1.0,1.0,Home Win,Sweden,1.3,0.7,,,"Gazprom Arena, Sankt-Petersburg",64042,Damir Skomina,Janne Andersson,Vladimir Petković,Andreas Granqvist,Valon Behrami,
2018,Russia,Round of 16,Knockout,2018-07-03,Colombia,England,1.0,1.0,2.0,0.0,Away Win (pens),England,0.6,2.1,3.0,4.0,"Otkrytie Arena, Moskva",44190,Mark Geiger,José Pekerman,Gareth Southgate,Radamel Falcao,Harry Kane,England won on penalty kicks following extra time
2018,Russia,Round of 16,Knockout,2018-07-02,Brazil,Mexico,2.0,0.0,2.0,2.0,Home Win,Brazil,2.7,0.7,,,"Cosmos Arena, Samara",41970,Gianluca Rocchi,Tite,Juan Carlos Osorio,Thiago Silva,Rafael Márquez,
2018,Russia,Round of 16,Knockout,2018-07-02,Belgium,Japan,3.0,2.0,5.0,1.0,Home Win,Belgium,2.5,0.7,,,"Rostov Arena, Rostov-na-Donu",41466,Malang Diédhiou,Roberto Martínez,Akira Nishino,Eden Hazard,Makoto Hasebe,
2018,Russia,Round of 16,Knockout,2018-07-01,Spain,Russia,1.0,1.0,2.0,0.0,Away Win (pens),Russia,1.8,1.0,3.0,4.0,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Björn Kuipers,Fernando Hierro,Stanislav Cherchesov,Sergio Ramos,Igor Akinfeev,Russia won on penalty kicks following extra time
2018,Russia,Round of 16,Knockout,2018-07-01,Croatia,Denmark,1.0,1.0,2.0,0.0,Home Win (pens),Croatia,2.5,0.9,3.0,2.0,"Stadion Nizhny Novgorod, Nizhny Novgorod",40851,Néstor Pitana,Zlatko Dalić,Åge Hareide,Luka Modrić,Simon Kjær,Croatia won on penalty kicks following extra time
2018,Russia,Round of 16,Knockout,2018-06-30,France,Argentina,4.0,3.0,7.0,1.0,Home Win,France,2.2,0.8,,,"Kazan Arena, Kazan",42873,Alireza Faghani,Didier Deschamps,Jorge Sampaoli,Hugo Lloris,Lionel Messi,
2018,Russia,Round of 16,Knockout,2018-06-30,Uruguay,Portugal,2.0,1.0,3.0,1.0,Home Win,Uruguay,0.6,1.0,,,"Olimpiyskiy Stadion Fisht, Sochi",44287,César Arturo Ramos,Óscar Tabárez,Fernando Santos,Diego Godín,Cristiano Ronaldo,
2018,Russia,Group stage,Group Stage,2018-06-28,Japan,Poland,0.0,1.0,1.0,-1.0,Away Win,Poland,0.7,1.4,,,"Volgograd Arena, Volgograd",42189,Janny Sikazwe,Akira Nishino,Adam Nawałka,Eiji Kawashima,Robert Lewandowski,
2018,Russia,Group stage,Group Stage,2018-06-28,Senegal,Colombia,0.0,1.0,1.0,-1.0,Away Win,Colombia,0.5,0.3,,,"Cosmos Arena, Samara",41970,Milorad Mažić,Aliou Cissé,José Pekerman,Cheikhou Kouyaté,Radamel Falcao,
2018,Russia,Group stage,Group Stage,2018-06-28,England,Belgium,0.0,1.0,1.0,-1.0,Away Win,Belgium,0.9,1.3,,,"Kaliningrad Stadium, Kaliningrad",33973,Damir Skomina,Gareth Southgate,Roberto Martínez,Eric Dier,Thibaut Courtois,
2018,Russia,Group stage,Group Stage,2018-06-28,Panama,Tunisia,1.0,2.0,3.0,-1.0,Away Win,Tunisia,0.6,2.1,,,"Mordovia Arena, Saransk",37168,Nawaf Shukralla,Hernán Darío Gómez,Nabil Maâloul,Román Torres,Aymen Mathlouthi,
2018,Russia,Group stage,Group Stage,2018-06-27,Korea Republic,Germany,2.0,0.0,2.0,2.0,Home Win,Korea Republic,1.7,2.7,,,"Kazan Arena, Kazan",41835,Mark Geiger,Shin Taeyong,Joachim Löw,Son Heung-min,Manuel Neuer,
2018,Russia,Group stage,Group Stage,2018-06-27,Mexico,Sweden,0.0,3.0,3.0,-3.0,Away Win,Sweden,1.4,2.4,,,"Stadion Central'nyj, Yekaterinburg",33061,Néstor Pitana,Juan Carlos Osorio,Janne Andersson,Andrés Guardado,Robin Olsen,
2018,Russia,Group stage,Group Stage,2018-06-27,Switzerland,Costa Rica,2.0,2.0,4.0,0.0,Draw,Draw,1.4,1.5,,,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,Clément Turpin,Vladimir Petković,Oscar Ramírez,Stephan Lichtsteiner,Bryan Ruiz,
2018,Russia,Group stage,Group Stage,2018-06-27,Serbia,Brazil,0.0,2.0,2.0,-2.0,Away Win,Brazil,0.8,1.4,,,"Otkrytie Arena, Moskva",44190,Alireza Faghani,Mladen Krstajić,Tite,Aleksandar Kolarov,Miranda,
2018,Russia,Group stage,Group Stage,2018-06-26,Australia,Peru,0.0,2.0,2.0,-2.0,Away Win,Peru,0.9,0.2,,,"Olimpiyskiy Stadion Fisht, Sochi",44073,Sergey Karasev,Bert van Marwijk,Ricardo Gareca,Mile Jedinak,Paolo Guerrero,
2018,Russia,Group stage,Group Stage,2018-06-26,Denmark,France,0.0,0.0,0.0,0.0,Draw,Draw,0.2,0.4,,,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Sandro Ricci,Åge Hareide,Didier Deschamps,Simon Kjær,Raphaël Varane,
2018,Russia,Group stage,Group Stage,2018-06-26,Iceland,Croatia,1.0,2.0,3.0,-1.0,Away Win,Croatia,2.1,0.7,,,"Rostov Arena, Rostov-na-Donu",43472,Antonio Matéu Lahoz,Heimir Hallgrímsson,Zlatko Dalić,Aron Gunnarsson,Luka Modrić,
2018,Russia,Group stage,Group Stage,2018-06-26,Nigeria,Argentina,1.0,2.0,3.0,-1.0,Away Win,Argentina,1.4,0.9,,,"Gazprom Arena, Sankt-Petersburg",64468,Cüneyt Çakιr,Gernot Rohr,Jorge Sampaoli,John Obi Mikel,Lionel Messi,
2018,Russia,Group stage,Group Stage,2018-06-25,Saudi Arabia,Egypt,2.0,1.0,3.0,1.0,Home Win,Saudi Arabia,2.6,0.8,,,"Volgograd Arena, Volgograd",36823,Wilmar Roldán,Juan Antonio Pizzi,Héctor Cúper,Osama Hawsawi,Essam El-Hadary,
2018,Russia,Group stage,Group Stage,2018-06-25,Uruguay,Russia,3.0,0.0,3.0,3.0,Home Win,Uruguay,2.4,0.1,,,"Cosmos Arena, Samara",41970,Malang Diédhiou,Óscar Tabárez,Stanislav Cherchesov,Diego Godín,Igor Akinfeev,
2018,Russia,Group stage,Group Stage,2018-06-25,Spain,Morocco,2.0,2.0,4.0,0.0,Draw,Draw,2.9,1.2,,,"Kaliningrad Stadium, Kaliningrad",33973,Ravshan Irmatov,Fernando Hierro,Hervé Renard,Sergio Ramos,M'barek Boussoufa,
2018,Russia,Group stage,Group Stage,2018-06-25,IR Iran,Portugal,1.0,1.0,2.0,0.0,Draw,Draw,1.4,1.3,,,"Mordovia Arena, Saransk",41685,Enrique Cáceres,Carlos Queiroz,Fernando Santos,Ehsan Hajsafi,Cristiano Ronaldo,
2018,Russia,Group stage,Group Stage,2018-06-24,England,Panama,6.0,1.0,7.0,5.0,Home Win,England,2.8,1.1,,,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,Gehad Grisha,Gareth Southgate,Hernán Darío Gómez,Harry Kane,Román Torres,
