year,host_country,round,stage_type,date,home_team,away_team,home_score,away_score,total_goals,goal_diff,result,winner,home_xg,away_xg,home_penalty_shootout,away_penalty_shootout,venue,attendance,referee,home_manager,away_manager,home_captain,away_captain,notes
2006,Germany,Group stage,Group Stage,2006-06-23,Ukraine,Tunisia,1.0,0.0,1.0,1.0,Home Win,Ukraine,,,,,"Olympiastadion Berlin, Berlin",72000,,Oleh Blokhin,Roger Lemerre,,,
2006,Germany,Group stage,Group Stage,2006-06-23,Togo,France,0.0,2.0,2.0,-2.0,Away Win,France,,,,,"RheinEnergieSTADION, Köln",45000,,Otto Pfister,Raymond Domenech,,,
2006,Germany,Group stage,Group Stage,2006-06-23,Switzerland,Korea Republic,2.0,0.0,2.0,2.0,Home Win,Switzerland,,,,,"HDI-Arena, Hannover",43000,,Köbi Kuhn,Dick Advocaat,,,
2006,Germany,Group stage,Group Stage,2006-06-22,Ghana,United States,2.0,1.0,3.0,1.0,Home Win,Ghana,,,,,"Max-Morlock-Stadion, Nürnberg",41000,,Ratomir Dujković,Bruce Arena,,,
2006,Germany,Group stage,Group Stage,2006-06-22,Czech Republic,Italy,0.0,2.0,2.0,-2.0,Away Win,Italy,,,,,"Volksparkstadion, Hamburg",50000,,Karel Brückner,Marcello Lippi,,,
2006,Germany,Group stage,Group Stage,2006-06-22,Japan,Brazil,1.0,4.0,5.0,-3.0,Away Win,Brazil,,,,,"Signal Iduna Park, Dortmund",65000,,Zico,Carlos Alberto Parreira,,,
2006,Germany,Group stage,Group Stage,2006-06-22,Croatia,Australia,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Mercedes-Benz Arena, Stuttgart",52000,,Zlatko Kranjčar,Guus Hiddink,,,
2006,Germany,Group stage,Group Stage,2006-06-21,Portugal,Mexico,2.0,1.0,3.0,1.0,Home Win,Portugal,,,,,"Veltins-Arena, Gelsenkirchen",52000,,Luiz Felipe Scolari,Ricardo La Volpe,,,
2006,Germany,Group stage,Group Stage,2006-06-21,IR Iran,Angola,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Red Bull Arena, Leipzig",38000,,Branko Ivanković,Oliveira Gonçalves,,,
2006,Germany,Group stage,Group Stage,2006-06-21,Côte d'Ivoire,Serbia and Montenegro,3.0,2.0,5.0,1.0,Home Win,Côte d'Ivoire,,,,,"Allianz Arena, München",66000,,Henri Michel,Ilija Petković,,,
2006,Germany,Group stage,Group Stage,2006-06-21,Netherlands,Argentina,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Commerzbank-Arena, Frankfurt am Main",48000,,Marco van Basten,José Pékerman,,,
2006,Germany,Group stage,Group Stage,2006-06-20,Costa Rica,Poland,1.0,2.0,3.0,-1.0,Away Win,Poland,,,,,"HDI-Arena, Hannover",43000,,Alexandre Guimarães,Paweł Janas,,,
2006,Germany,Group stage,Group Stage,2006-06-20,Ecuador,Germany,0.0,3.0,3.0,-3.0,Away Win,Germany,,,,,"Olympiastadion Berlin, Berlin",72000,,Luis Fernando Suárez,Jürgen Klinsmann,,,
2006,Germany,Group stage,Group Stage,2006-06-20,Paraguay,Trinidad and Tobago,2.0,0.0,2.0,2.0,Home Win,Paraguay,,,,,"Fritz-Walter-Stadion, Kaiserslautern",46000,,Aníbal Ruiz,Leo Beenhakker,,,
2006,Germany,Group stage,Group Stage,2006-06-20,Sweden,England,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"RheinEnergieSTADION, Köln",45000,,Lars Lagerbäck,Sven-Göran Eriksson,,,
2006,Germany,Group stage,Group Stage,2006-06-19,Togo,Switzerland,0.0,2.0,2.0,-2.0,Away Win,Switzerland,,,,,"Signal Iduna Park, Dortmund",65000,,Otto Pfister,Köbi Kuhn,,,
2006,Germany,Group stage,Group Stage,2006-06-19,Saudi Arabia,Ukraine,0.0,4.0,4.0,-4.0,Away Win,Ukraine,,,,,"Volksparkstadion, Hamburg",50000,,Marcos Paquetá,Oleh Blokhin,,,
2006,Germany,Group stage,Group Stage,2006-06-19,Spain,Tunisia,3.0,1.0,4.0,2.0,Home Win,Spain,,,,,"Mercedes-Benz Arena, Stuttgart",52000,,Luis Aragonés,Roger Lemerre,,,
2006,Germany,Group stage,Group Stage,2006-06-18,Japan,Croatia,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Max-Morlock-Stadion, Nürnberg",41000,,Zico,Zlatko Kranjčar,,,
2006,Germany,Group stage,Group Stage,2006-06-18,Brazil,Australia,2.0,0.0,2.0,2.0,Home Win,Brazil,,,,,"Allianz Arena, München",66000,,Carlos Alberto Parreira,Guus Hiddink,,,
2006,Germany,Group stage,Group Stage,2006-06-18,France,Korea Republic,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Red Bull Arena, Leipzig",43000,,Raymond Domenech,Dick Advocaat,,,
2006,Germany,Group stage,Group Stage,2006-06-17,Portugal,IR Iran,2.0,0.0,2.0,2.0,Home Win,Portugal,,,,,"Commerzbank-Arena, Frankfurt am Main",48000,,Luiz Felipe Scolari,Branko Ivanković,,,
2006,Germany,Group stage,Group Stage,2006-06-17,Czech Republic,Ghana,0.0,2.0,2.0,-2.0,Away Win,Ghana,,,,,"RheinEnergieSTADION, Köln",45000,,Karel Brückner,Ratomir Dujković,,,
2006,Germany,Group stage,Group Stage,2006-06-17,Italy,United States,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Fritz-Walter-Stadion, Kaiserslautern",46000,,Marcello Lippi,Bruce Arena,,,
2006,Germany,Group stage,Group Stage,2006-06-16,Argentina,Serbia and Montenegro,6.0,0.0,6.0,6.0,Home Win,Argentina,,,,,"Veltins-Arena, Gelsenkirchen",52000,,José Pékerman,Ilija Petković,,,
2006,Germany,Group stage,Group Stage,2006-06-16,Netherlands,Côte d'Ivoire,2.0,1.0,3.0,1.0,Home Win,Netherlands,,,,,"Mercedes-Benz Arena, Stuttgart",52000,,Marco van Basten,Henri Michel,,,
2006,Germany,Group stage,Group Stage,2006-06-16,Mexico,Angola,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"HDI-Arena, Hannover",43000,,Ricardo La Volpe,Oliveira Gonçalves,,,
2006,Germany,Group stage,Group Stage,2006-06-15,Ecuador,Costa Rica,3.0,0.0,3.0,3.0,Home Win,Ecuador,,,,,"Veltins-Arena, Gelsenkirchen",50000,,Luis Fernando Suárez,Alexandre Guimarães,,,
2006,Germany,Group stage,Group Stage,2006-06-15,England,Trinidad and Tobago,2.0,0.0,2.0,2.0,Home Win,England,,,,,"Max-Morlock-Stadion, Nürnberg",41000,,Sven-Göran Eriksson,Leo Beenhakker,,,
2006,Germany,Group stage,Group Stage,2006-06-15,Sweden,Paraguay,1.0,0.0,1.0,1.0,Home Win,Sweden,,,,,"Olympiastadion Berlin, Berlin",72000,,Lars Lagerbäck,Aníbal Ruiz,,,
2006,Germany,Group stage,Group Stage,2006-06-14,Spain,Ukraine,4.0,0.0,4.0,4.0,Home Win,Spain,,,,,"Red Bull Arena, Leipzig",43000,,Luis Aragonés,Oleh Blokhin,,,
2006,Germany,Group stage,Group Stage,2006-06-14,Tunisia,Saudi Arabia,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Allianz Arena, München",66000,,Roger Lemerre,Marcos Paquetá,,,
2006,Germany,Group stage,Group Stage,2006-06-14,Germany,Poland,1.0,0.0,1.0,1.0,Home Win,Germany,,,,,"Signal Iduna Park, Dortmund",65000,,Jürgen Klinsmann,Paweł Janas,,,
2006,Germany,Group stage,Group Stage,2006-06-13,Korea Republic,Togo,2.0,1.0,3.0,1.0,Home Win,Korea Republic,,,,,"Commerzbank-Arena, Frankfurt am Main",48000,,Dick Advocaat,Otto Pfister,,,
2006,Germany,Group stage,Group Stage,2006-06-13,France,Switzerland,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Mercedes-Benz Arena, Stuttgart",52000,,Raymond Domenech,Köbi Kuhn,,,
2006,Germany,Group stage,Group Stage,2006-06-13,Brazil,Croatia,1.0,0.0,1.0,1.0,Home Win,Brazil,,,,,"Olympiastadion Berlin, Berlin",72000,,Carlos Alberto Parreira,Zlatko Kranjčar,,,
2006,Germany,Group stage,Group Stage,2006-06-12,Australia,Japan,3.0,1.0,4.0,2.0,Home Win,Australia,,,,,"Fritz-Walter-Stadion, Kaiserslautern",46000,,Guus Hiddink,Zico,,,
2006,Germany,Group stage,Group Stage,2006-06-12,United States,Czech Republic,0.0,3.0,3.0,-3.0,Away Win,Czech Republic,,,,,"Veltins-Arena, Gelsenkirchen",52000,,Bruce Arena,Karel Brückner,,,
2006,Germany,Group stage,Group Stage,2006-06-12,Italy,Ghana,2.0,0.0,2.0,2.0,Home Win,Italy,,,,,"HDI-Arena, Hannover",43000,,Marcello Lippi,Ratomir Dujković,,,
2006,Germany,Group stage,Group Stage,2006-06-11,Serbia and Montenegro,Netherlands,0.0,1.0,1.0,-1.0,Away Win,Netherlands,,,,,"Red Bull Arena, Leipzig",37216,,Ilija Petković,Marco van Basten,,,
2006,Germany,Group stage,Group Stage,2006-06-11,Mexico,IR Iran,3.0,1.0,4.0,2.0,Home Win,Mexico,,,,,"Max-Morlock-Stadion, Nürnberg",41000,,Ricardo La Volpe,Branko Ivanković,,,
2006,Germany,Group stage,Group Stage,2006-06-11,Angola,Portugal,0.0,1.0,1.0,-1.0,Away Win,Portugal,,,,,"RheinEnergieSTADION, Köln",45000,,Oliveira Gonçalves,Luiz Felipe Scolari,,,
2006,Germany,Group stage,Group Stage,2006-06-10,England,Paraguay,1.0,0.0,1.0,1.0,Home Win,England,,,,,"Commerzbank-Arena, Frankfurt am Main",48000,,Sven-Göran Eriksson,Aníbal Ruiz,,,
2006,Germany,Group stage,Group Stage,2006-06-10,Trinidad and Tobago,Sweden,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Signal Iduna Park, Dortmund",62959,,Leo Beenhakker,Lars Lagerbäck,,,
2006,Germany,Group stage,Group Stage,2006-06-10,Argentina,Côte d'Ivoire,2.0,1.0,3.0,1.0,Home Win,Argentina,,,,,"Volksparkstadion, Hamburg",49480,,José Pékerman,Henri Michel,,,
2006,Germany,Group stage,Group Stage,2006-06-09,Germany,Costa Rica,4.0,2.0,6.0,2.0,Home Win,Germany,,,,,"Allianz Arena, München",64950,,Jürgen Klinsmann,Alexandre Guimarães,,,
2006,Germany,Group stage,Group Stage,2006-06-09,Poland,Ecuador,0.0,2.0,2.0,-2.0,Away Win,Ecuador,,,,,"Veltins-Arena, Gelsenkirchen",52000,,Paweł Janas,Luis Fernando Suárez,,,
2002,"Korea Republic, Japan",Final,Knockout,2002-06-30,Germany,Brazil,0.0,2.0,2.0,-2.0,Away Win,Brazil,,,,,"Nissan Stadium, Yokohama",69029,,Rudi Völler,Luiz Felipe Scolari,,,
2002,"Korea Republic, Japan",Third-place match,Knockout,2002-06-29,Korea Republic,Türkiye,2.0,3.0,5.0,-1.0,Away Win,Türkiye,,,,,"Daegu Main Stadium, Daegu",63483,,Guus Hiddink,Şenol Güneş,,,
2002,"Korea Republic, Japan",Semi-finals,Knockout,2002-06-26,Brazil,Türkiye,1.0,0.0,1.0,1.0,Home Win,Brazil,,,,,"Saitama Stadium 2002, Saitama",61058,,Luiz Felipe Scolari,Şenol Güneş,,,
2002,"Korea Republic, Japan",Semi-finals,Knockout,2002-06-25,Germany,Korea Republic,1.0,0.0,1.0,1.0,Home Win,Germany,,,,,"Seoul World Cup Stadium, Seoul",65625,,Rudi Völler,Guus Hiddink,,,
2002,"Korea Republic, Japan",Quarter-finals,Knockout,2002-06-22,Spain,Korea Republic,0.0,0.0,0.0,0.0,Away Win (pens),Korea Republic,,,3.0,5.0,"Guus Hiddink Stadium, Gwangju",42114,,José Antonio Camacho,Guus Hiddink,,,Korea Republic won on penalty kicks following extra time
2002,"Korea Republic, Japan",Quarter-finals,Knockout,2002-06-22,Senegal,Türkiye,0.0,1.0,1.0,-1.0,Away Win,Türkiye,,,,,"Yanmar Stadium Nagai, Osaka",44233,,Bruno Metsu,Şenol Güneş,,,Required Extra Time
2002,"Korea Republic, Japan",Quarter-finals,Knockout,2002-06-21,England,Brazil,1.0,2.0,3.0,-1.0,Away Win,Brazil,,,,,"Daejeon World Cup Stadium, Daejeon",47436,,Sven-Göran Eriksson,Luiz Felipe Scolari,,,
2002,"Korea Republic, Japan",Quarter-finals,Knockout,2002-06-21,Germany,United States,1.0,0.0,1.0,1.0,Home Win,Germany,,,,,"Munsu Cup Stadium, Ulsan",37337,,Rudi Völler,Bruce Arena,,,
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-18,Japan,Türkiye,0.0,1.0,1.0,-1.0,Away Win,Türkiye,,,,,"Miyagi Stadium, Rifu",45666,,Philippe Troussier,Şenol Güneş,,,
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-18,Korea Republic,Italy,2.0,1.0,3.0,1.0,Home Win,Korea Republic,,,,,"Daejeon World Cup Stadium, Daejeon",38588,,Guus Hiddink,Giovanni Trapattoni,,,Required Extra Time
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-17,Mexico,United States,0.0,2.0,2.0,-2.0,Away Win,United States,,,,,"Jeonju World Cup Stadium, Jeonju",36380,,Javier Aguirre,Bruce Arena,,,
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-17,Brazil,Belgium,2.0,0.0,2.0,2.0,Home Win,Brazil,,,,,"NOEVIR Stadium Kobe, Kobe",40440,,Luiz Felipe Scolari,Robert Waseige,,,
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-16,Sweden,Senegal,1.0,2.0,3.0,-1.0,Away Win,Senegal,,,,,"Ōita Bank Dome, Ōita",39747,,Lars Lagerbäck,Bruno Metsu,,,Required Extra Time
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-16,Spain,Republic of Ireland,1.0,1.0,2.0,0.0,Home Win (pens),Spain,,,3.0,2.0,"Suwon World Cup Stadium, Suwon",38926,,José Antonio Camacho,Mick McCarthy,,,Spain won on penalty kicks following extra time
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-15,Germany,Paraguay,1.0,0.0,1.0,1.0,Home Win,Germany,,,,,"Jeju World Cup Stadium, Jeju",25176,,Rudi Völler,Cesare Maldini,,,
2002,"Korea Republic, Japan",Round of 16,Knockout,2002-06-15,Denmark,England,0.0,3.0,3.0,-3.0,Away Win,England,,,,,"Denka Big Swan Stadium, Niigata",40582,,Morten Olsen,Sven-Göran Eriksson,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-14,Tunisia,Japan,0.0,2.0,2.0,-2.0,Away Win,Japan,,,,,"Yanmar Stadium Nagai, Osaka",45213,,Ammar Souayah,Philippe Troussier,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-14,Belgium,Russia,3.0,2.0,5.0,1.0,Home Win,Belgium,,,,,"Shizuoka Stadium Ecopa, Fukuroi",46640,,Robert Waseige,Oleg Romantsev,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-14,Portugal,Korea Republic,0.0,1.0,1.0,-1.0,Away Win,Korea Republic,,,,,"Incheon Munhak Stadium, Incheon",50239,,António Luís Alves Ribeiro Oliveira,Guus Hiddink,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-14,Poland,United States,3.0,1.0,4.0,2.0,Home Win,Poland,,,,,"Daejeon World Cup Stadium, Daejeon",26482,,Jerzy Engel,Bruce Arena,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-13,Costa Rica,Brazil,2.0,5.0,7.0,-3.0,Away Win,Brazil,,,,,"Suwon World Cup Stadium, Suwon",38524,,Alexandre Guimarães,Luiz Felipe Scolari,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-13,Türkiye,China PR,3.0,0.0,3.0,3.0,Home Win,Türkiye,,,,,"Seoul World Cup Stadium, Seoul",43605,,Şenol Güneş,Bora Milutinović,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-13,Mexico,Italy,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Ōita Bank Dome, Ōita",39291,,Javier Aguirre,Giovanni Trapattoni,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-13,Ecuador,Croatia,1.0,0.0,1.0,1.0,Home Win,Ecuador,,,,,"Nissan Stadium, Yokohama",65862,,Hernán Darío Gómez,Mirko Jozić,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-12,Sweden,Argentina,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Miyagi Stadium, Rifu",45777,,Lars Lagerbäck,Marcelo Bielsa,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-12,Nigeria,England,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Yanmar Stadium Nagai, Osaka",44864,,Festus Onigbinde,Sven-Göran Eriksson,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-12,South Africa,Spain,2.0,3.0,5.0,-1.0,Away Win,Spain,,,,,"Daejeon World Cup Stadium, Daejeon",31024,,Jomo Sono,José Antonio Camacho,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-12,Slovenia,Paraguay,1.0,3.0,4.0,-2.0,Away Win,Paraguay,,,,,"Jeju World Cup Stadium, Jeju",30176,,Srečko Katanec,Cesare Maldini,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-11,Denmark,France,2.0,0.0,2.0,2.0,Home Win,Denmark,,,,,"Incheon Munhak Stadium, Incheon",48100,,Morten Olsen,Roger Lemerre,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-11,Senegal,Uruguay,3.0,3.0,6.0,0.0,Draw,Draw,,,,,"Suwon World Cup Stadium, Suwon",33681,,Bruno Metsu,Víctor Púa,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-11,Saudi Arabia,Republic of Ireland,0.0,3.0,3.0,-3.0,Away Win,Republic of Ireland,,,,,"Nissan Stadium, Yokohama",65320,,Nasser Al-Johar,Mick McCarthy,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-11,Cameroon,Germany,0.0,2.0,2.0,-2.0,Away Win,Germany,,,,,"Shizuoka Stadium Ecopa, Fukuroi",47085,,Winfried Schäfer,Rudi Völler,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-10,Korea Republic,United States,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Daegu Main Stadium, Daegu",60778,,Guus Hiddink,Bruce Arena,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-10,Tunisia,Belgium,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Ōita Bank Dome, Ōita",39700,,Ammar Souayah,Robert Waseige,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-10,Portugal,Poland,4.0,0.0,4.0,4.0,Home Win,Portugal,,,,,"Jeonju World Cup Stadium, Jeonju",31000,,António Luís Alves Ribeiro Oliveira,Jerzy Engel,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-09,Mexico,Ecuador,2.0,1.0,3.0,1.0,Home Win,Mexico,,,,,"Sapporo Dome, Sapporo",45610,,Javier Aguirre,Hernán Darío Gómez,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-09,Costa Rica,Türkiye,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Incheon Munhak Stadium, Incheon",42299,,Alexandre Guimarães,Şenol Güneş,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-09,Japan,Russia,1.0,0.0,1.0,1.0,Home Win,Japan,,,,,"Nissan Stadium, Yokohama",66108,,Philippe Troussier,Oleg Romantsev,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-08,South Africa,Slovenia,1.0,0.0,1.0,1.0,Home Win,South Africa,,,,,"Daegu Main Stadium, Daegu",47226,,Jomo Sono,Srečko Katanec,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-08,Italy,Croatia,1.0,2.0,3.0,-1.0,Away Win,Croatia,,,,,"Kashima Soccer Stadium, Kashima",36472,,Giovanni Trapattoni,Mirko Jozić,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-08,Brazil,China PR,4.0,0.0,4.0,4.0,Home Win,Brazil,,,,,"Jeju World Cup Stadium, Jeju",36750,,Luiz Felipe Scolari,Bora Milutinović,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-07,Sweden,Nigeria,2.0,1.0,3.0,1.0,Home Win,Sweden,,,,,"NOEVIR Stadium Kobe, Kobe",36194,,Tommy Söderberg,Festus Onigbinde,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-07,Spain,Paraguay,3.0,1.0,4.0,2.0,Home Win,Spain,,,,,"Jeonju World Cup Stadium, Jeonju",24000,,José Antonio Camacho,Cesare Maldini,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-07,Argentina,England,0.0,1.0,1.0,-1.0,Away Win,England,,,,,"Sapporo Dome, Sapporo",35927,,Marcelo Bielsa,Sven-Göran Eriksson,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-06,Denmark,Senegal,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Daegu Main Stadium, Daegu",43500,,Morten Olsen,Bruno Metsu,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-06,Cameroon,Saudi Arabia,1.0,0.0,1.0,1.0,Home Win,Cameroon,,,,,"Saitama Stadium 2002, Saitama",52328,,Winfried Schäfer,Nasser Al-Johar,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-06,France,Uruguay,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Busan Sport Complex Asiad Stadium, Busan",38070,,Roger Lemerre,Víctor Púa,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-05,Russia,Tunisia,2.0,0.0,2.0,2.0,Home Win,Russia,,,,,"NOEVIR Stadium Kobe, Kobe",30957,,Oleg Romantsev,Ammar Souayah,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-05,United States,Portugal,3.0,2.0,5.0,1.0,Home Win,United States,,,,,"Suwon World Cup Stadium, Suwon",37306,,Bruce Arena,António Luís Alves Ribeiro Oliveira,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-05,Germany,Republic of Ireland,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Kashima Soccer Stadium, Kashima",35854,,Rudi Völler,Mick McCarthy,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-04,China PR,Costa Rica,0.0,2.0,2.0,-2.0,Away Win,Costa Rica,,,,,"Guus Hiddink Stadium, Gwangju",27217,,Bora Milutinović,Alexandre Guimarães,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-04,Japan,Belgium,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Saitama Stadium 2002, Saitama",55256,,Philippe Troussier,Robert Waseige,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-04,Korea Republic,Poland,2.0,0.0,2.0,2.0,Home Win,Korea Republic,,,,,"Busan Sport Complex Asiad Stadium, Busan",48760,,Guus Hiddink,Jerzy Engel,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-03,Croatia,Mexico,0.0,1.0,1.0,-1.0,Away Win,Mexico,,,,,"Denka Big Swan Stadium, Niigata",32239,,Mirko Jozić,Javier Aguirre,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-03,Brazil,Türkiye,2.0,1.0,3.0,1.0,Home Win,Brazil,,,,,"Munsu Cup Stadium, Ulsan",33842,,Luiz Felipe Scolari,Şenol Güneş,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-03,Italy,Ecuador,2.0,0.0,2.0,2.0,Home Win,Italy,,,,,"Sapporo Dome, Sapporo",31081,,Giovanni Trapattoni,Hernán Darío Gómez,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-02,Argentina,Nigeria,1.0,0.0,1.0,1.0,Home Win,Argentina,,,,,"Kashima Soccer Stadium, Kashima",34050,,Marcelo Bielsa,Festus Onigbinde,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-02,Paraguay,South Africa,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Busan Sport Complex Asiad Stadium, Busan",25186,,Cesare Maldini,Jomo Sono,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-02,England,Sweden,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Saitama Stadium 2002, Saitama",52721,,Sven-Göran Eriksson,Tommy Söderberg,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-02,Spain,Slovenia,3.0,1.0,4.0,2.0,Home Win,Spain,,,,,"Guus Hiddink Stadium, Gwangju",28588,,José Antonio Camacho,Srečko Katanec,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-01,Republic of Ireland,Cameroon,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Denka Big Swan Stadium, Niigata",33679,,Mick McCarthy,Winfried Schäfer,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-01,Uruguay,Denmark,1.0,2.0,3.0,-1.0,Away Win,Denmark,,,,,"Munsu Cup Stadium, Ulsan",30157,,Víctor Púa,Morten Olsen,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-06-01,Germany,Saudi Arabia,8.0,0.0,8.0,8.0,Home Win,Germany,,,,,"Sapporo Dome, Sapporo",32218,,Rudi Völler,Nasser Al-Johar,,,
2002,"Korea Republic, Japan",Group stage,Group Stage,2002-05-31,France,Senegal,0.0,1.0,1.0,-1.0,Away Win,Senegal,,,,,"Seoul World Cup Stadium, Seoul",62561,,Roger Lemerre,Bruno Metsu,,,
1998,France,Final,Knockout,1998-07-12,Brazil,France,0.0,3.0,3.0,-3.0,Away Win,France,,,,,"Stade de France, Paris",80000,,Mário Zagallo,Aimé Jacquet,,,
1998,France,Third-place match,Knockout,1998-07-11,Netherlands,Croatia,1.0,2.0,3.0,-1.0,Away Win,Croatia,,,,,"Parc des Princes, Paris",44000,,Guus Hiddink,Miroslav Blažević,,,
1998,France,Semi-finals,Knockout,1998-07-08,France,Croatia,2.0,1.0,3.0,1.0,Home Win,France,,,,,"Stade de France, Paris",80000,,Aimé Jacquet,Miroslav Blažević,,,
1998,France,Semi-finals,Knockout,1998-07-07,Brazil,Netherlands,1.0,1.0,2.0,0.0,Home Win (pens),Brazil,,,4.0,2.0,"Orange Vélodrome, Marseille",60000,,Mário Zagallo,Guus Hiddink,,,Brazil won on penalty kicks following extra time
1998,France,Quarter-finals,Knockout,1998-07-04,Netherlands,Argentina,2.0,1.0,3.0,1.0,Home Win,Netherlands,,,,,"Orange Vélodrome, Marseille",60000,,Guus Hiddink,Daniel Passarella,,,
1998,France,Quarter-finals,Knockout,1998-07-04,Germany,Croatia,0.0,3.0,3.0,-3.0,Away Win,Croatia,,,,,"Matmut Stadium de Gerland, Lyon",43300,,Berti Vogts,Miroslav Blažević,,,
1998,France,Quarter-finals,Knockout,1998-07-03,Italy,France,0.0,0.0,0.0,0.0,Away Win (pens),France,,,3.0,4.0,"Stade de France, Paris",80000,,Cesare Maldini,Aimé Jacquet,,,France won on penalty kicks following extra time
1998,France,Quarter-finals,Knockout,1998-07-03,Brazil,Denmark,3.0,2.0,5.0,1.0,Home Win,Brazil,,,,,"Stade de la Beaujoire - Louis Fonteneau, Nantes",49500,,Mário Zagallo,Bo Johansson,,,
1998,France,Round of 16,Knockout,1998-06-30,Romania,Croatia,0.0,1.0,1.0,-1.0,Away Win,Croatia,,,,,"Stade Jacques Chaban-Delmas, Bordeaux",31800,,Anghel Iordănescu,Miroslav Blažević,,,
