year,date,round,home_team,away_team,team,player,minute,minute_numeric,goal_type
2010,2010-07-03,Quarter-finals,Argentina,Germany,Germany,Arne Friedrich,74,74,Normal
2010,2010-07-03,Quarter-finals,Argentina,Germany,Germany,Miroslav Klose,89,89,Normal
2010,2010-07-03,Quarter-finals,Paraguay,Spain,Spain,David Villa,83,83,Normal
2010,2010-07-06,Semi-finals,Uruguay,Netherlands,Netherlands,Giovanni van Bronckhorst,18,18,Normal
2010,2010-07-06,Semi-finals,Uruguay,Netherlands,Uruguay,Diego Forlán,41,41,Normal
2010,2010-07-06,Semi-finals,Uruguay,Netherlands,Netherlands,Wesley Sneijder,70,70,Normal
2010,2010-07-06,Semi-finals,Uruguay,Netherlands,Netherlands,Arjen Robben,73,73,Normal
2010,2010-07-06,Semi-finals,Uruguay,Netherlands,Uruguay,Maxi Pereira,90+2,92,Normal
2010,2010-07-07,Semi-finals,Germany,Spain,Spain,Carles Puyol,73,73,Normal
2010,2010-07-10,Third-place match,Uruguay,Germany,Germany,Thomas Müller,19,19,Normal
2010,2010-07-10,Third-place match,Uruguay,Germany,Uruguay,Edinson Cavani,28,28,Normal
2010,2010-07-10,Third-place match,Uruguay,Germany,Uruguay,Diego Forlán,51,51,Normal
2010,2010-07-10,Third-place match,Uruguay,Germany,Germany,Marcell Jansen,56,56,Normal
2010,2010-07-10,Third-place match,Uruguay,Germany,Germany,Sami Khedira,82,82,Normal
2010,2010-07-11,Final,Netherlands,Spain,Spain,Andrés Iniesta,116,116,Normal
2006,2006-06-09,Group stage,Germany,Costa Rica,Germany,Philipp Lahm,6,6,Normal
2006,2006-06-09,Group stage,Germany,Costa Rica,Costa Rica,Paulo Wanchope,12,12,Normal
2006,2006-06-09,Group stage,Germany,Costa Rica,Germany,Miroslav Klose,17,17,Normal
2006,2006-06-09,Group stage,Germany,Costa Rica,Germany,Miroslav Klose,61,61,Normal
2006,2006-06-09,Group stage,Germany,Costa Rica,Costa Rica,Paulo Wanchope,73,73,Normal
2006,2006-06-09,Group stage,Germany,Costa Rica,Germany,Torsten Frings,87,87,Normal
2006,2006-06-09,Group stage,Poland,Ecuador,Ecuador,Carlos Tenorio,24,24,Normal
2006,2006-06-09,Group stage,Poland,Ecuador,Ecuador,Agustín Delgado,80,80,Normal
2006,2006-06-10,Group stage,England,Paraguay,England,Carlos Gamarra,3,3,Own Goal
2006,2006-06-10,Group stage,Argentina,Ivory Coast,Argentina,Hernán Crespo,24,24,Normal
2006,2006-06-10,Group stage,Argentina,Ivory Coast,Argentina,Javier Saviola,38,38,Normal
2006,2006-06-10,Group stage,Argentina,Ivory Coast,Ivory Coast,Didier Drogba,82,82,Normal
2006,2006-06-11,Group stage,Serbia and Montenegro,Netherlands,Netherlands,Arjen Robben,18,18,Normal
2006,2006-06-11,Group stage,Mexico,Iran,Mexico,Omar Bravo,28,28,Normal
2006,2006-06-11,Group stage,Mexico,Iran,Iran,Yahya Golmohammadi,36,36,Normal
2006,2006-06-11,Group stage,Mexico,Iran,Mexico,Omar Bravo,76,76,Normal
2006,2006-06-11,Group stage,Mexico,Iran,Mexico,not applicable Sinha,79,79,Normal
2006,2006-06-11,Group stage,Angola,Portugal,Portugal,not applicable Pauleta,4,4,Normal
2006,2006-06-12,Group stage,Australia,Japan,Japan,Shunsuke Nakamura,26,26,Normal
2006,2006-06-12,Group stage,Australia,Japan,Australia,Tim Cahill,84,84,Normal
2006,2006-06-12,Group stage,Australia,Japan,Australia,Tim Cahill,89,89,Normal
2006,2006-06-12,Group stage,Australia,Japan,Australia,John Aloisi,90+2,92,Normal
2006,2006-06-12,Group stage,United States,Czech Republic,Czech Republic,Jan Koller,5,5,Normal
2006,2006-06-12,Group stage,United States,Czech Republic,Czech Republic,Tomáš Rosický,36,36,Normal
2006,2006-06-12,Group stage,United States,Czech Republic,Czech Republic,Tomáš Rosický,76,76,Normal
2006,2006-06-12,Group stage,Italy,Ghana,Italy,Andrea Pirlo,40,40,Normal
2006,2006-06-12,Group stage,Italy,Ghana,Italy,Vincenzo Iaquinta,83,83,Normal
2006,2006-06-13,Group stage,South Korea,Togo,Togo,Mohamed Kader,31,31,Normal
2006,2006-06-13,Group stage,South Korea,Togo,South Korea,Chun-soo Lee,54,54,Normal
2006,2006-06-13,Group stage,South Korea,Togo,South Korea,Jung-hwan Ahn,72,72,Normal
2006,2006-06-13,Group stage,Brazil,Croatia,Brazil,not applicable Kaká,44,44,Normal
2006,2006-06-14,Group stage,Spain,Ukraine,Spain,Xabi Alonso,13,13,Normal
2006,2006-06-14,Group stage,Spain,Ukraine,Spain,David Villa,17,17,Normal
2006,2006-06-14,Group stage,Spain,Ukraine,Spain,David Villa,48,48,Penalty
2006,2006-06-14,Group stage,Spain,Ukraine,Spain,Fernando Torres,81,81,Normal
2006,2006-06-14,Group stage,Tunisia,Saudi Arabia,Tunisia,Ziad Jaziri,23,23,Normal
2006,2006-06-14,Group stage,Tunisia,Saudi Arabia,Saudi Arabia,Yasser Al-Qahtani,57,57,Normal
2006,2006-06-14,Group stage,Tunisia,Saudi Arabia,Saudi Arabia,Sami Al-Jaber,84,84,Normal
2006,2006-06-14,Group stage,Tunisia,Saudi Arabia,Tunisia,Radhi Jaïdi,90+2,92,Normal
2006,2006-06-14,Group stage,Germany,Poland,Germany,Oliver Neuville,90+1,91,Normal
2006,2006-06-15,Group stage,Ecuador,Costa Rica,Ecuador,Carlos Tenorio,8,8,Normal
2006,2006-06-15,Group stage,Ecuador,Costa Rica,Ecuador,Agustín Delgado,54,54,Normal
2006,2006-06-15,Group stage,Ecuador,Costa Rica,Ecuador,Iván Kaviedes,90+2,92,Normal
2006,2006-06-15,Group stage,England,Trinidad and Tobago,England,Peter Crouch,83,83,Normal
2006,2006-06-15,Group stage,England,Trinidad and Tobago,England,Steven Gerrard,90+1,91,Normal
2006,2006-06-15,Group stage,Sweden,Paraguay,Sweden,Freddie Ljungberg,89,89,Normal
2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Argentina,Maxi Rodríguez,6,6,Normal
2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Argentina,Esteban Cambiasso,31,31,Normal
2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Argentina,Maxi Rodríguez,41,41,Normal
2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Argentina,Hernán Crespo,78,78,Normal
2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Argentina,Carlos Tevez,84,84,Normal
2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Argentina,Lionel Messi,88,88,Normal
2006,2006-06-16,Group stage,Netherlands,Ivory Coast,Netherlands,Robin van Persie,23,23,Normal
2006,2006-06-16,Group stage,Netherlands,Ivory Coast,Netherlands,Ruud van Nistelrooy,27,27,Normal
2006,2006-06-16,Group stage,Netherlands,Ivory Coast,Ivory Coast,Bakari Koné,38,38,Normal
2006,2006-06-17,Group stage,Portugal,Iran,Portugal,not applicable Deco,63,63,Normal
2006,2006-06-17,Group stage,Portugal,Iran,Portugal,Cristiano Ronaldo,80,80,Penalty
2006,2006-06-17,Group stage,Czech Republic,Ghana,Ghana,Asamoah Gyan,2,2,Normal
2006,2006-06-17,Group stage,Czech Republic,Ghana,Ghana,Sulley Muntari,82,82,Normal
2006,2006-06-17,Group stage,Italy,United States,Italy,Alberto Gilardino,22,22,Normal
2006,2006-06-17,Group stage,Italy,United States,United States,Cristian Zaccardo,27,27,Own Goal
2006,2006-06-18,Group stage,Brazil,Australia,Brazil,not applicable Adriano,49,49,Normal
2006,2006-06-18,Group stage,Brazil,Australia,Brazil,not applicable Fred,90,90,Normal
2006,2006-06-18,Group stage,France,South Korea,France,Thierry Henry,9,9,Normal
2006,2006-06-18,Group stage,France,South Korea,South Korea,Ji-sung Park,81,81,Normal
2006,2006-06-19,Group stage,Togo,Switzerland,Switzerland,Alexander Frei,16,16,Normal
2006,2006-06-19,Group stage,Togo,Switzerland,Switzerland,Tranquillo Barnetta,88,88,Normal
2006,2006-06-19,Group stage,Saudi Arabia,Ukraine,Ukraine,Andriy Rusol,4,4,Normal
2006,2006-06-19,Group stage,Saudi Arabia,Ukraine,Ukraine,Serhii Rebrov,36,36,Normal
2006,2006-06-19,Group stage,Saudi Arabia,Ukraine,Ukraine,Andriy Shevchenko,46,46,Normal
2006,2006-06-19,Group stage,Saudi Arabia,Ukraine,Ukraine,Maksym Kalynychenko,84,84,Normal
2006,2006-06-19,Group stage,Spain,Tunisia,Tunisia,Jawhar Mnari,8,8,Normal
2006,2006-06-19,Group stage,Spain,Tunisia,Spain,not applicable Raúl,71,71,Normal
2006,2006-06-19,Group stage,Spain,Tunisia,Spain,Fernando Torres,76,76,Normal
2006,2006-06-19,Group stage,Spain,Tunisia,Spain,Fernando Torres,90+1,91,Penalty
2006,2006-06-20,Group stage,Costa Rica,Poland,Costa Rica,Rónald Gómez,25,25,Normal
2006,2006-06-20,Group stage,Costa Rica,Poland,Poland,Bartosz Bosacki,33,33,Normal
2006,2006-06-20,Group stage,Costa Rica,Poland,Poland,Bartosz Bosacki,65,65,Normal
2006,2006-06-20,Group stage,Ecuador,Germany,Germany,Miroslav Klose,4,4,Normal
2006,2006-06-20,Group stage,Ecuador,Germany,Germany,Miroslav Klose,44,44,Normal
2006,2006-06-20,Group stage,Ecuador,Germany,Germany,Lukas Podolski,57,57,Normal
2006,2006-06-20,Group stage,Paraguay,Trinidad and Tobago,Paraguay,Brent Sancho,25,25,Own Goal
2006,2006-06-20,Group stage,Paraguay,Trinidad and Tobago,Paraguay,Nelson Cuevas,86,86,Normal
2006,2006-06-20,Group stage,Sweden,England,England,Joe Cole,34,34,Normal
2006,2006-06-20,Group stage,Sweden,England,Sweden,Marcus Allbäck,51,51,Normal
2006,2006-06-20,Group stage,Sweden,England,England,Steven Gerrard,85,85,Normal
2006,2006-06-20,Group stage,Sweden,England,Sweden,Henrik Larsson,90,90,Normal
2006,2006-06-21,Group stage,Iran,Angola,Angola,not applicable Flávio,60,60,Normal
2006,2006-06-21,Group stage,Iran,Angola,Iran,Sohrab Bakhtiarizadeh,75,75,Normal
2006,2006-06-21,Group stage,Portugal,Mexico,Portugal,not applicable Maniche,6,6,Normal
2006,2006-06-21,Group stage,Portugal,Mexico,Portugal,not applicable Simão,24,24,Penalty
2006,2006-06-21,Group stage,Portugal,Mexico,Mexico,Francisco Fonseca,29,29,Normal
2006,2006-06-21,Group stage,Ivory Coast,Serbia and Montenegro,Serbia and Montenegro,Nikola Žigić,10,10,Normal
2006,2006-06-21,Group stage,Ivory Coast,Serbia and Montenegro,Serbia and Montenegro,Saša Ilić,20,20,Normal
2006,2006-06-21,Group stage,Ivory Coast,Serbia and Montenegro,Ivory Coast,Aruna Dindane,37,37,Penalty
2006,2006-06-21,Group stage,Ivory Coast,Serbia and Montenegro,Ivory Coast,Aruna Dindane,67,67,Normal
2006,2006-06-21,Group stage,Ivory Coast,Serbia and Montenegro,Ivory Coast,Bonaventure Kalou,86,86,Penalty
2006,2006-06-22,Group stage,Czech Republic,Italy,Italy,Marco Materazzi,26,26,Normal
2006,2006-06-22,Group stage,Czech Republic,Italy,Italy,Filippo Inzaghi,87,87,Normal
2006,2006-06-22,Group stage,Ghana,United States,Ghana,Haminu Draman,22,22,Normal
2006,2006-06-22,Group stage,Ghana,United States,United States,Clint Dempsey,43,43,Normal
2006,2006-06-22,Group stage,Ghana,United States,Ghana,Stephen Appiah,45+2,47,Penalty
2006,2006-06-22,Group stage,Croatia,Australia,Croatia,Darijo Srna,2,2,Normal
2006,2006-06-22,Group stage,Croatia,Australia,Australia,Craig Moore,38,38,Penalty
2006,2006-06-22,Group stage,Croatia,Australia,Croatia,Niko Kovač,56,56,Normal
2006,2006-06-22,Group stage,Croatia,Australia,Australia,Harry Kewell,79,79,Normal
2006,2006-06-22,Group stage,Japan,Brazil,Japan,Keiji Tamada,34,34,Normal
2006,2006-06-22,Group stage,Japan,Brazil,Brazil,not applicable Ronaldo,45+1,46,Normal
2006,2006-06-22,Group stage,Japan,Brazil,Brazil,Juninho Pernambucano,53,53,Normal
2006,2006-06-22,Group stage,Japan,Brazil,Brazil,not applicable Gilberto,59,59,Normal
2006,2006-06-22,Group stage,Japan,Brazil,Brazil,not applicable Ronaldo,81,81,Normal
2006,2006-06-23,Group stage,Saudi Arabia,Spain,Spain,not applicable Juanito,36,36,Normal
2006,2006-06-23,Group stage,Ukraine,Tunisia,Ukraine,Andriy Shevchenko,70,70,Penalty
2006,2006-06-23,Group stage,Switzerland,South Korea,Switzerland,Philippe Senderos,23,23,Normal
2006,2006-06-23,Group stage,Switzerland,South Korea,Switzerland,Alexander Frei,77,77,Normal
2006,2006-06-23,Group stage,Togo,France,France,Patrick Vieira,55,55,Normal
2006,2006-06-23,Group stage,Togo,France,France,Thierry Henry,61,61,Normal
2006,2006-06-24,Round of 16,Germany,Sweden,Germany,Lukas Podolski,4,4,Normal
2006,2006-06-24,Round of 16,Germany,Sweden,Germany,Lukas Podolski,12,12,Normal
2006,2006-06-24,Round of 16,Argentina,Mexico,Mexico,Rafael Márquez,6,6,Normal
2006,2006-06-24,Round of 16,Argentina,Mexico,Argentina,Hernán Crespo,10,10,Normal
2006,2006-06-24,Round of 16,Argentina,Mexico,Argentina,Maxi Rodríguez,98,98,Normal
2006,2006-06-25,Round of 16,England,Ecuador,England,David Beckham,60,60,Normal
2006,2006-06-25,Round of 16,Portugal,Netherlands,Portugal,not applicable Maniche,23,23,Normal
2006,2006-06-26,Round of 16,Italy,Australia,Italy,Francesco Totti,90+5,95,Penalty
2006,2006-06-27,Round of 16,Brazil,Ghana,Brazil,not applicable Ronaldo,5,5,Normal
2006,2006-06-27,Round of 16,Brazil,Ghana,Brazil,not applicable Adriano,45+1,46,Normal
2006,2006-06-27,Round of 16,Brazil,Ghana,Brazil,not applicable Zé Roberto,84,84,Normal
2006,2006-06-27,Round of 16,Spain,France,Spain,David Villa,28,28,Penalty
2006,2006-06-27,Round of 16,Spain,France,France,Franck Ribéry,41,41,Normal
2006,2006-06-27,Round of 16,Spain,France,France,Patrick Vieira,83,83,Normal
2006,2006-06-27,Round of 16,Spain,France,France,Zinedine Zidane,90+2,92,Normal
2006,2006-06-30,Quarter-finals,Germany,Argentina,Argentina,Roberto Ayala,49,49,Normal
2006,2006-06-30,Quarter-finals,Germany,Argentina,Germany,Miroslav Klose,80,80,Normal
2006,2006-06-30,Quarter-finals,Italy,Ukraine,Italy,Gianluca Zambrotta,6,6,Normal
2006,2006-06-30,Quarter-finals,Italy,Ukraine,Italy,Luca Toni,59,59,Normal
2006,2006-06-30,Quarter-finals,Italy,Ukraine,Italy,Luca Toni,69,69,Normal
2006,2006-07-01,Quarter-finals,Brazil,France,France,Thierry Henry,57,57,Normal
2006,2006-07-04,Semi-finals,Germany,Italy,Italy,Fabio Grosso,119,119,Normal
2006,2006-07-04,Semi-finals,Germany,Italy,Italy,Alessandro Del Piero,120+1,121,Normal
2006,2006-07-05,Semi-finals,Portugal,France,France,Zinedine Zidane,33,33,Penalty
2006,2006-07-08,Third-place match,Germany,Portugal,Germany,Bastian Schweinsteiger,56,56,Normal
2006,2006-07-08,Third-place match,Germany,Portugal,Germany,not applicable Petit,60,60,Own Goal
2006,2006-07-08,Third-place match,Germany,Portugal,Germany,Bastian Schweinsteiger,78,78,Normal
2006,2006-07-08,Third-place match,Germany,Portugal,Portugal,Nuno Gomes,88,88,Normal
2006,2006-07-09,Final,Italy,France,France,Zinedine Zidane,7,7,Penalty
2006,2006-07-09,Final,Italy,France,Italy,Marco Materazzi,19,19,Normal
2002,2002-05-31,Group stage,France,Senegal,Senegal,Papa Bouba Diop,30,30,Normal
2002,2002-06-01,Group stage,Republic of Ireland,Cameroon,Cameroon,Patrick M'Boma,39,39,Normal
2002,2002-06-01,Group stage,Republic of Ireland,Cameroon,Republic of Ireland,Matt Holland,52,52,Normal
2002,2002-06-01,Group stage,Uruguay,Denmark,Denmark,Jon Dahl Tomasson,45,45,Normal
2002,2002-06-01,Group stage,Uruguay,Denmark,Uruguay,Darío Rodríguez,47,47,Normal
2002,2002-06-01,Group stage,Uruguay,Denmark,Denmark,Jon Dahl Tomasson,83,83,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Miroslav Klose,20,20,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Miroslav Klose,25,25,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Michael Ballack,40,40,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Carsten Jancker,45+1,46,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Miroslav Klose,70,70,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Thomas Linke,73,73,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Oliver Bierhoff,84,84,Normal
2002,2002-06-01,Group stage,Germany,Saudi Arabia,Germany,Bernd Schneider,90+1,91,Normal
2002,2002-06-02,Group stage,Argentina,Nigeria,Argentina,Gabriel Batistuta,63,63,Normal
2002,2002-06-02,Group stage,Paraguay,South Africa,Paraguay,Roque Santa Cruz,39,39,Normal
2002,2002-06-02,Group stage,Paraguay,South Africa,Paraguay,Francisco Arce,55,55,Normal
2002,2002-06-02,Group stage,Paraguay,South Africa,South Africa,Teboho Mokoena,63,63,Normal
2002,2002-06-02,Group stage,Paraguay,South Africa,South Africa,Quinton Fortune,90+1,91,Penalty
2002,2002-06-02,Group stage,England,Sweden,England,Sol Campbell,24,24,Normal
2002,2002-06-02,Group stage,England,Sweden,Sweden,Niclas Alexandersson,59,59,Normal
2002,2002-06-02,Group stage,Spain,Slovenia,Spain,not applicable Raúl,44,44,Normal
2002,2002-06-02,Group stage,Spain,Slovenia,Spain,Juan Carlos Valerón,74,74,Normal
2002,2002-06-02,Group stage,Spain,Slovenia,Slovenia,Sebastjan Cimirotič,82,82,Normal
2002,2002-06-02,Group stage,Spain,Slovenia,Spain,Fernando Hierro,87,87,Penalty
2002,2002-06-03,Group stage,Croatia,Mexico,Mexico,Cuauhtémoc Blanco,60,60,Penalty
2002,2002-06-03,Group stage,Brazil,Turkey,Turkey,Hasan Şaş,45+2,47,Normal
2002,2002-06-03,Group stage,Brazil,Turkey,Brazil,not applicable Ronaldo,50,50,Normal
2002,2002-06-03,Group stage,Brazil,Turkey,Brazil,not applicable Rivaldo,87,87,Penalty
2002,2002-06-03,Group stage,Italy,Ecuador,Italy,Christian Vieri,7,7,Normal
2002,2002-06-03,Group stage,Italy,Ecuador,Italy,Christian Vieri,27,27,Normal
2002,2002-06-04,Group stage,China,Costa Rica,Costa Rica,Rónald Gómez,61,61,Normal
2002,2002-06-04,Group stage,China,Costa Rica,Costa Rica,Mauricio Wright,65,65,Normal
2002,2002-06-04,Group stage,Japan,Belgium,Belgium,Marc Wilmots,57,57,Normal
2002,2002-06-04,Group stage,Japan,Belgium,Japan,Takayuki Suzuki,59,59,Normal
2002,2002-06-04,Group stage,Japan,Belgium,Japan,Junichi Inamoto,67,67,Normal
2002,2002-06-04,Group stage,Japan,Belgium,Belgium,Peter Van der Heyden,75,75,Normal
2002,2002-06-04,Group stage,South Korea,Poland,South Korea,Sun-hong Hwang,26,26,Normal
2002,2002-06-04,Group stage,South Korea,Poland,South Korea,Sang-chul Yoo,53,53,Normal
2002,2002-06-05,Group stage,Russia,Tunisia,Russia,Yegor Titov,59,59,Normal
2002,2002-06-05,Group stage,Russia,Tunisia,Russia,Valeri Karpin,64,64,Penalty
2002,2002-06-05,Group stage,United States,Portugal,United States,John O'Brien,4,4,Normal
2002,2002-06-05,Group stage,United States,Portugal,United States,Jorge Costa,29,29,Own Goal
2002,2002-06-05,Group stage,United States,Portugal,United States,Brian McBride,36,36,Normal
2002,2002-06-05,Group stage,United States,Portugal,Portugal,not applicable Beto,39,39,Normal
2002,2002-06-05,Group stage,United States,Portugal,Portugal,Jeff Agoos,71,71,Own Goal
2002,2002-06-05,Group stage,Germany,Republic of Ireland,Germany,Miroslav Klose,19,19,Normal
2002,2002-06-05,Group stage,Germany,Republic of Ireland,Republic of Ireland,Robbie Keane,90+2,92,Normal
2002,2002-06-06,Group stage,Denmark,Senegal,Denmark,Jon Dahl Tomasson,16,16,Penalty
2002,2002-06-06,Group stage,Denmark,Senegal,Senegal,Salif Diao,52,52,Normal
2002,2002-06-06,Group stage,Cameroon,Saudi Arabia,Cameroon,Samuel Eto'o,66,66,Normal
2002,2002-06-07,Group stage,Sweden,Nigeria,Nigeria,Julius Aghahowa,27,27,Normal
2002,2002-06-07,Group stage,Sweden,Nigeria,Sweden,Henrik Larsson,35,35,Normal
2002,2002-06-07,Group stage,Sweden,Nigeria,Sweden,Henrik Larsson,63,63,Penalty
2002,2002-06-07,Group stage,Spain,Paraguay,Paraguay,Carles Puyol,10,10,Own Goal
2002,2002-06-07,Group stage,Spain,Paraguay,Spain,Fernando Morientes,53,53,Normal
2002,2002-06-07,Group stage,Spain,Paraguay,Spain,Fernando Morientes,69,69,Normal
2002,2002-06-07,Group stage,Spain,Paraguay,Spain,Fernando Hierro,83,83,Penalty
2002,2002-06-07,Group stage,Argentina,England,England,David Beckham,44,44,Penalty
2002,2002-06-08,Group stage,South Africa,Slovenia,South Africa,Siyabonga Nomvethe,4,4,Normal
2002,2002-06-08,Group stage,Italy,Croatia,Italy,Christian Vieri,55,55,Normal
2002,2002-06-08,Group stage,Italy,Croatia,Croatia,Ivica Olić,73,73,Normal
2002,2002-06-08,Group stage,Italy,Croatia,Croatia,Milan Rapaić,76,76,Normal
2002,2002-06-08,Group stage,Brazil,China,Brazil,Roberto Carlos,15,15,Normal
2002,2002-06-08,Group stage,Brazil,China,Brazil,not applicable Rivaldo,32,32,Normal
2002,2002-06-08,Group stage,Brazil,China,Brazil,not applicable Ronaldinho,45,45,Penalty
2002,2002-06-08,Group stage,Brazil,China,Brazil,not applicable Ronaldo,55,55,Normal
2002,2002-06-09,Group stage,Mexico,Ecuador,Ecuador,Agustín Delgado,5,5,Normal
2002,2002-06-09,Group stage,Mexico,Ecuador,Mexico,Jared Borgetti,28,28,Normal
2002,2002-06-09,Group stage,Mexico,Ecuador,Mexico,Gerardo Torrado,57,57,Normal
2002,2002-06-09,Group stage,Costa Rica,Turkey,Turkey,Emre Belözoğlu,56,56,Normal
2002,2002-06-09,Group stage,Costa Rica,Turkey,Costa Rica,Winston Parks,86,86,Normal
2002,2002-06-09,Group stage,Japan,Russia,Japan,Junichi Inamoto,51,51,Normal
2002,2002-06-10,Group stage,South Korea,United States,United States,Clint Mathis,24,24,Normal
2002,2002-06-10,Group stage,South Korea,United States,South Korea,Jung-hwan Ahn,78,78,Normal
2002,2002-06-10,Group stage,Tunisia,Belgium,Belgium,Marc Wilmots,13,13,Normal
2002,2002-06-10,Group stage,Tunisia,Belgium,Tunisia,Raouf Bouzaiene,17,17,Normal
2002,2002-06-10,Group stage,Portugal,Poland,Portugal,not applicable Pauleta,14,14,Normal
2002,2002-06-10,Group stage,Portugal,Poland,Portugal,not applicable Pauleta,65,65,Normal
2002,2002-06-10,Group stage,Portugal,Poland,Portugal,not applicable Pauleta,77,77,Normal
