year,date,round,home_team,away_team,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_second_yellow_reds,away_second_yellow_reds,data_available,total_yellow_cards,total_red_cards
2026,2026-06-18,Group stage,Canada,Qatar,1,1,0,2,,,True,2,2
2026,2026-06-18,Group stage,Mexico,Korea Republic,0,2,0,0,,,True,2,0
2026,2026-06-19,Group stage,United States,Australia,3,4,0,0,,,True,7,0
2026,2026-06-19,Group stage,Scotland,Morocco,1,1,0,0,,,True,2,0
2026,2026-06-19,Group stage,Türkiye,Paraguay,2,1,0,1,,,True,3,1
2026,2026-06-19,Group stage,Brazil,Haiti,1,3,0,0,,,True,4,0
2026,2026-06-20,Group stage,Netherlands,Sweden,0,3,0,0,,,True,3,0
2026,2026-06-20,Group stage,Germany,Côte d'Ivoire,0,0,0,0,,,True,0,0
2026,2026-06-20,Group stage,Ecuador,Curaçao,1,5,0,0,,,True,6,0
2026,2026-06-20,Group stage,Tunisia,Japan,0,0,0,0,,,True,0,0
2026,2026-06-21,Group stage,Spain,Saudi Arabia,0,2,0,0,,,True,2,0
2026,2026-06-21,Group stage,Belgium,IR Iran,1,1,1,0,,,True,2,1
2026,2026-06-21,Group stage,Uruguay,Cabo Verde,2,2,0,0,,,True,4,0
2026,2026-06-21,Group stage,New Zealand,Egypt,2,1,0,0,,,True,3,0
2026,2026-06-22,Group stage,Argentina,Austria,2,2,0,0,,,True,4,0
2026,2026-06-22,Group stage,France,Iraq,0,1,0,0,,,True,1,0
2026,2026-06-22,Group stage,Norway,Senegal,0,0,0,0,,,True,0,0
2026,2026-06-22,Group stage,Jordan,Algeria,1,1,0,0,,,True,2,0
2026,2026-06-23,Group stage,Portugal,Uzbekistan,1,1,0,0,,,True,2,0
2026,2026-06-23,Group stage,England,Ghana,1,1,0,0,,,True,2,0
2026,2026-06-23,Group stage,Panama,Croatia,1,1,0,0,,,True,2,0
2026,2026-06-23,Group stage,Colombia,Congo DR,2,1,0,0,,,True,3,0
2026,2026-06-24,Group stage,Switzerland,Canada,1,2,0,0,,,True,3,0
2026,2026-06-24,Group stage,Bosnia–Herz,Qatar,1,1,0,0,,,True,2,0
2026,2026-06-24,Group stage,Scotland,Brazil,1,2,0,0,,,True,3,0
2026,2026-06-24,Group stage,Morocco,Haiti,0,3,0,0,,,True,3,0
2026,2026-06-24,Group stage,South Africa,Korea Republic,1,1,0,0,,,True,2,0
2026,2026-06-24,Group stage,Czechia,Mexico,0,1,0,0,,,True,1,0
2026,2026-06-25,Group stage,Curaçao,Côte d'Ivoire,2,1,0,0,,,True,3,0
2026,2026-06-25,Group stage,Ecuador,Germany,3,1,0,0,,,True,4,0
2026,2026-06-25,Group stage,Tunisia,Netherlands,0,0,0,0,,,True,0,0
2026,2026-06-25,Group stage,Japan,Sweden,1,2,0,0,,,True,3,0
2026,2026-06-25,Group stage,Türkiye,United States,0,1,0,0,,,True,1,0
2026,2026-06-25,Group stage,Paraguay,Australia,1,1,0,0,,,True,2,0
2026,2026-06-26,Group stage,Norway,France,1,1,0,0,,,True,2,0
2026,2026-06-26,Group stage,Senegal,Iraq,2,2,0,1,,,True,4,1
2026,2026-06-26,Group stage,Uruguay,Spain,3,1,1,0,,,True,4,1
2026,2026-06-26,Group stage,Cabo Verde,Saudi Arabia,1,3,0,0,,,True,4,0
2026,2026-06-26,Group stage,Egypt,IR Iran,3,4,0,0,,,True,7,0
2026,2026-06-26,Group stage,New Zealand,Belgium,2,0,0,0,,,True,2,0
2026,2026-06-27,Group stage,Croatia,Ghana,1,1,0,0,,,True,2,0
2026,2026-06-27,Group stage,Panama,England,2,1,0,0,,,True,3,0
2026,2026-06-27,Group stage,Congo DR,Uzbekistan,3,2,0,0,,,True,5,0
2026,2026-06-27,Group stage,Colombia,Portugal,1,0,0,0,,,True,1,0
2026,2026-06-27,Group stage,Jordan,Argentina,3,0,0,0,,,True,3,0
2026,2026-06-27,Group stage,Algeria,Austria,0,1,0,0,,,True,1,0
2026,2026-06-28,Round of 32,South Africa,Canada,0,2,0,0,,,True,2,0
2026,2026-06-29,Round of 32,Brazil,Japan,2,3,0,0,,,True,5,0
2026,2026-06-29,Round of 32,Germany,Paraguay,3,3,0,0,,,True,6,0
2026,2026-06-29,Round of 32,Netherlands,Morocco,0,1,0,0,,,True,1,0
2026,2026-06-30,Round of 32,Côte d'Ivoire,Norway,0,1,0,0,,,True,1,0
2026,2026-06-30,Round of 32,France,Sweden,0,0,0,0,,,True,0,0
2026,2026-06-30,Round of 32,Mexico,Ecuador,0,3,0,1,,,True,3,1
2026,2026-07-01,Round of 32,England,Congo DR,1,1,0,0,,,True,2,0
2026,2026-07-01,Round of 32,Belgium,Senegal,2,1,0,0,,,True,3,0
2026,2026-07-01,Round of 32,United States,Bosnia–Herz,0,2,1,0,,,True,2,1
2026,2026-07-02,Round of 32,Spain,Austria,0,1,0,0,,,True,1,0
2026,2026-07-02,Round of 32,Portugal,Croatia,1,2,0,0,,,True,3,0
2026,2026-07-02,Round of 32,Switzerland,Algeria,0,2,0,0,,,True,2,0
2026,2026-07-03,Round of 32,Australia,Egypt,0,2,0,0,,,True,2,0
2026,2026-07-03,Round of 32,Argentina,Cabo Verde,1,1,0,0,,,True,2,0
2026,2026-07-03,Round of 32,Colombia,Ghana,2,3,0,0,,,True,5,0
2026,2026-07-04,Round of 16,Canada,Morocco,4,4,0,0,,,True,8,0
2026,2026-07-04,Round of 16,Paraguay,France,0,3,0,0,,,True,3,0
2026,2026-07-05,Round of 16,Brazil,Norway,1,0,0,0,,,True,1,0
2026,2026-07-05,Round of 16,Mexico,England,2,4,0,1,,,True,6,1
2026,2026-07-06,Round of 16,Portugal,Spain,2,1,0,0,,,True,3,0
2026,2026-07-06,Round of 16,United States,Belgium,2,0,0,0,,,True,2,0
2026,2026-07-07,Round of 16,Argentina,Egypt,0,5,0,0,,,True,5,0
2026,2026-07-07,Round of 16,Switzerland,Colombia,3,2,0,0,,,True,5,0
2026,2026-07-09,Quarter-finals,France,Morocco,0,1,0,0,,,True,1,0
2026,2026-07-10,Quarter-finals,Spain,Belgium,2,2,0,0,,,True,4,0
2026,2026-07-11,Quarter-finals,Norway,England,1,0,0,0,,,True,1,0
2026,2026-07-11,Quarter-finals,Argentina,Switzerland,3,2,0,1,,,True,5,1
2026,2026-07-14,Semi-finals,France,Spain,2,1,0,0,,,True,3,0
2026,2026-07-15,Semi-finals,England,Argentina,1,3,0,0,,,True,4,0
2026,2026-07-18,Third-place match,France,England,0,0,0,0,,,True,0,0
2026,2026-07-19,Final,Spain,Argentina,0,7,0,1,,,True,7,1
