year,date,round,home_team,away_team,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_second_yellow_reds,away_second_yellow_reds,data_available,total_yellow_cards,total_red_cards
1974,1974-07-06,Third-place match,Brazil,Poland,1,1,0,0,0.0,0.0,True,2,0
1974,1974-07-03,Second round,Poland,West Germany,0,0,0,0,0.0,0.0,False,0,0
1974,1974-07-03,Second round,Netherlands,Brazil,2,3,0,1,0.0,0.0,True,5,1
1974,1974-07-03,Second round,Argentina,Germany DR,1,1,0,0,0.0,0.0,True,2,0
1974,1974-07-03,Second round,Sweden,Yugoslavia,0,2,0,0,0.0,0.0,True,2,0
1974,1974-06-30,Second round,Poland,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1974,1974-06-30,Second round,Argentina,Brazil,1,0,0,0,0.0,0.0,True,1,0
1974,1974-06-30,Second round,Germany DR,Netherlands,0,0,0,0,0.0,0.0,False,0,0
1974,1974-06-30,Second round,West Germany,Sweden,0,1,0,0,0.0,0.0,True,1,0
1974,1974-06-26,Second round,Yugoslavia,West Germany,2,2,0,0,0.0,0.0,True,4,0
1974,1974-06-26,Second round,Brazil,Germany DR,3,2,0,0,0.0,0.0,True,5,0
1974,1974-06-26,Second round,Sweden,Poland,0,2,0,0,0.0,0.0,True,2,0
1974,1974-06-26,Second round,Netherlands,Argentina,2,1,0,0,0.0,0.0,True,3,0
1974,1974-06-23,First round,Bulgaria,Netherlands,1,3,0,0,0.0,0.0,True,4,0
1974,1974-06-23,First round,Poland,Italy,2,1,0,0,0.0,0.0,True,3,0
1974,1974-06-23,First round,Sweden,Uruguay,0,1,0,0,0.0,0.0,True,1,0
1974,1974-06-23,First round,Argentina,Haiti,2,1,0,0,0.0,0.0,True,3,0
1974,1974-06-22,First round,Scotland,Yugoslavia,2,3,0,0,0.0,0.0,True,5,0
1974,1974-06-22,First round,Australia,Chile,1,0,1,0,0.0,0.0,True,1,1
1974,1974-06-22,First round,Zaire,Brazil,1,1,0,0,0.0,0.0,True,2,0
1974,1974-06-22,First round,Germany DR,West Germany,3,0,0,0,0.0,0.0,True,3,0
1974,1974-06-19,First round,Haiti,Poland,1,0,0,0,0.0,0.0,True,1,0
1974,1974-06-19,First round,Bulgaria,Uruguay,1,1,0,0,0.0,0.0,True,2,0
1974,1974-06-19,First round,Netherlands,Sweden,1,4,0,0,0.0,0.0,True,5,0
1974,1974-06-19,First round,Argentina,Italy,1,1,0,0,0.0,0.0,True,2,0
1974,1974-06-18,First round,Australia,West Germany,1,0,0,0,0.0,0.0,True,1,0
1974,1974-06-18,First round,Yugoslavia,Zaire,1,0,0,1,0.0,0.0,True,1,1
1974,1974-06-18,First round,Chile,Germany DR,2,1,0,0,0.0,0.0,True,3,0
1974,1974-06-18,First round,Scotland,Brazil,0,3,0,0,0.0,0.0,True,3,0
1974,1974-06-15,First round,Uruguay,Netherlands,3,0,1,0,0.0,0.0,True,3,1
1974,1974-06-15,First round,Sweden,Bulgaria,0,0,0,0,0.0,0.0,False,0,0
1974,1974-06-15,First round,Italy,Haiti,0,1,0,0,0.0,0.0,True,1,0
1974,1974-06-15,First round,Poland,Argentina,0,2,0,0,0.0,0.0,True,2,0
1974,1974-06-14,First round,West Germany,Chile,0,3,0,1,0.0,0.0,True,3,1
1974,1974-06-14,First round,Germany DR,Australia,3,0,0,0,0.0,0.0,True,3,0
1974,1974-06-14,First round,Zaire,Scotland,1,1,0,0,0.0,0.0,True,2,0
1974,1974-06-13,First round,Brazil,Yugoslavia,0,2,0,0,0.0,0.0,True,2,0
1970,1970-06-21,Final,Brazil,Italy,1,1,0,0,0.0,0.0,True,2,0
1970,1970-06-20,Third-place match,West Germany,Uruguay,2,3,0,0,0.0,0.0,True,5,0
1970,1970-06-17,Semi-finals,Italy,West Germany,3,2,0,0,0.0,0.0,True,5,0
1970,1970-06-17,Semi-finals,Brazil,Uruguay,1,3,0,0,0.0,0.0,True,4,0
1970,1970-06-14,Quarter-finals,Brazil,Peru,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-14,Quarter-finals,Italy,Mexico,1,0,0,0,0.0,0.0,True,1,0
1970,1970-06-14,Quarter-finals,Uruguay,Soviet Union,0,1,0,0,0.0,0.0,True,1,0
1970,1970-06-14,Quarter-finals,West Germany,England,1,1,0,0,0.0,0.0,True,2,0
1970,1970-06-11,Group stage,Mexico,Belgium,2,2,0,0,0.0,0.0,True,4,0
1970,1970-06-11,Group stage,Italy,Israel,1,2,0,0,0.0,0.0,True,3,0
1970,1970-06-11,Group stage,Bulgaria,Morocco,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-11,Group stage,England,Czechoslovakia,0,1,0,0,0.0,0.0,True,1,0
1970,1970-06-10,Group stage,West Germany,Peru,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-10,Group stage,Brazil,Romania,0,2,0,0,0.0,0.0,True,2,0
1970,1970-06-10,Group stage,Sweden,Uruguay,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-10,Group stage,Soviet Union,El Salvador,1,0,0,0,0.0,0.0,True,1,0
1970,1970-06-07,Group stage,Mexico,El Salvador,0,4,0,0,0.0,0.0,True,4,0
1970,1970-06-07,Group stage,Brazil,England,0,1,0,0,0.0,0.0,True,1,0
1970,1970-06-07,Group stage,West Germany,Bulgaria,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-07,Group stage,Sweden,Israel,1,2,0,0,0.0,0.0,True,3,0
1970,1970-06-06,Group stage,Romania,Czechoslovakia,1,1,0,0,0.0,0.0,True,2,0
1970,1970-06-06,Group stage,Uruguay,Italy,1,0,0,0,0.0,0.0,True,1,0
1970,1970-06-06,Group stage,Soviet Union,Belgium,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-06,Group stage,Peru,Morocco,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-03,Group stage,Belgium,El Salvador,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-03,Group stage,Brazil,Czechoslovakia,2,1,0,0,0.0,0.0,True,3,0
1970,1970-06-03,Group stage,Italy,Sweden,0,1,0,0,0.0,0.0,True,1,0
1970,1970-06-03,Group stage,West Germany,Morocco,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-02,Group stage,England,Romania,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-02,Group stage,Peru,Bulgaria,0,0,0,0,0.0,0.0,False,0,0
1970,1970-06-02,Group stage,Uruguay,Israel,0,0,0,0,0.0,0.0,False,0,0
1970,1970-05-31,Group stage,Mexico,Soviet Union,1,4,0,0,0.0,0.0,True,5,0
1966,1966-07-30,Final,England,West Germany,1,0,0,0,0.0,0.0,True,1,0
1966,1966-07-28,Third-place match,Portugal,Soviet Union,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-26,Semi-finals,England,Portugal,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-25,Semi-finals,West Germany,Soviet Union,1,1,0,1,0.0,0.0,True,2,1
1966,1966-07-23,Quarter-finals,Portugal,Korea DPR,1,0,0,0,0.0,0.0,True,1,0
1966,1966-07-23,Quarter-finals,England,Argentina,0,3,0,1,0.0,0.0,True,3,1
1966,1966-07-23,Quarter-finals,Soviet Union,Hungary,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-23,Quarter-finals,West Germany,Uruguay,1,1,0,1,0.0,0.0,True,2,1
1966,1966-07-20,Group stage,England,France,1,0,0,0,0.0,0.0,True,1,0
1966,1966-07-20,Group stage,Hungary,Bulgaria,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-20,Group stage,West Germany,Spain,1,1,0,0,0.0,0.0,True,2,0
1966,1966-07-20,Group stage,Soviet Union,Chile,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-19,Group stage,Uruguay,Mexico,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-19,Group stage,Argentina,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-19,Group stage,Portugal,Brazil,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-19,Group stage,Korea DPR,Italy,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-16,Group stage,West Germany,Argentina,1,0,0,1,0.0,0.0,True,1,1
1966,1966-07-16,Group stage,Soviet Union,Italy,1,0,0,0,0.0,0.0,True,1,0
1966,1966-07-16,Group stage,Portugal,Bulgaria,1,1,0,0,0.0,0.0,True,2,0
1966,1966-07-16,Group stage,England,Mexico,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-15,Group stage,Spain,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-15,Group stage,Uruguay,France,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-15,Group stage,Hungary,Brazil,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-15,Group stage,Korea DPR,Chile,0,1,0,0,0.0,0.0,True,1,0
1966,1966-07-13,Group stage,Argentina,Spain,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-13,Group stage,France,Mexico,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-13,Group stage,Italy,Chile,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-13,Group stage,Portugal,Hungary,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-12,Group stage,Brazil,Bulgaria,1,2,0,0,0.0,0.0,True,3,0
1966,1966-07-12,Group stage,Soviet Union,Korea DPR,1,0,0,0,0.0,0.0,True,1,0
1966,1966-07-12,Group stage,West Germany,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1966,1966-07-11,Group stage,England,Uruguay,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-17,Final,Brazil,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-16,Third-place match,Chile,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-13,Semi-finals,Brazil,Chile,0,0,1,1,0.0,0.0,True,0,2
1962,1962-06-13,Semi-finals,Czechoslovakia,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-10,Quarter-finals,Chile,Soviet Union,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-10,Quarter-finals,Brazil,England,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-10,Quarter-finals,Czechoslovakia,Hungary,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-10,Quarter-finals,Yugoslavia,West Germany,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-07,Group stage,England,Bulgaria,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-07,Group stage,Mexico,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-07,Group stage,Italy,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-07,Group stage,Yugoslavia,Colombia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-06,Group stage,West Germany,Chile,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-06,Group stage,Soviet Union,Uruguay,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-06,Group stage,Hungary,Argentina,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-06,Group stage,Brazil,Spain,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-03,Group stage,Spain,Mexico,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-03,Group stage,Soviet Union,Colombia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-03,Group stage,Hungary,Bulgaria,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-03,Group stage,West Germany,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-02,Group stage,Chile,Italy,0,0,0,1,0.0,0.0,False,0,1
1962,1962-06-02,Group stage,Brazil,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-02,Group stage,England,Argentina,0,0,0,0,0.0,0.0,False,0,0
1962,1962-06-02,Group stage,Yugoslavia,Uruguay,0,0,1,1,0.0,0.0,True,0,2
1962,1962-05-31,Group stage,West Germany,Italy,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-31,Group stage,Hungary,England,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-31,Group stage,Czechoslovakia,Spain,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-31,Group stage,Soviet Union,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-30,Group stage,Chile,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-30,Group stage,Uruguay,Colombia,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-30,Group stage,Brazil,Mexico,0,0,0,0,0.0,0.0,False,0,0
1962,1962-05-30,Group stage,Argentina,Bulgaria,1,0,0,0,0.0,0.0,True,1,0
1958,1958-06-29,Final,Brazil,Sweden,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-28,Third-place match,France,West Germany,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-24,Semi-finals,Sweden,West Germany,0,0,0,1,0.0,0.0,False,0,1
1958,1958-06-24,Semi-finals,Brazil,France,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-19,Quarter-finals,France,Northern Ireland,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-19,Quarter-finals,West Germany,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-19,Quarter-finals,Brazil,Wales,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-19,Quarter-finals,Sweden,Soviet Union,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-17,Group stage play-off,Northern Ireland,Czechoslovakia,0,0,0,1,0.0,0.0,False,0,1
1958,1958-06-17,Group stage play-off,Wales,Hungary,0,0,0,1,0.0,0.0,False,0,1
1958,1958-06-17,Group stage play-off,Soviet Union,England,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,Sweden,Wales,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,West Germany,Northern Ireland,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,England,Austria,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,Brazil,Soviet Union,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,Hungary,Mexico,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-15,Group stage,France,Scotland,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-12,Group stage,Sweden,Hungary,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,Soviet Union,Austria,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,West Germany,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,Argentina,Northern Ireland,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,Yugoslavia,France,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,Paraguay,Scotland,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,Brazil,England,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-11,Group stage,Mexico,Wales,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Sweden,Mexico,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Northern Ireland,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Hungary,Wales,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Yugoslavia,Scotland,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Brazil,Austria,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Soviet Union,England,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,France,Paraguay,0,0,0,0,0.0,0.0,False,0,0
1958,1958-06-08,Group stage,Argentina,West Germany,0,0,0,0,0.0,0.0,False,0,0
1954,1954-07-04,Final,Germany,Hungary,0,0,0,0,0.0,0.0,False,0,0
1954,1954-07-03,Third-place match,Austria,Uruguay,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-30,Semi-finals,Hungary,Uruguay,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-30,Semi-finals,Germany,Austria,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-27,Quarter-finals,Germany,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-27,Quarter-finals,Hungary,Brazil,0,0,1,1,0.0,0.0,True,0,2
1954,1954-06-26,Quarter-finals,Uruguay,England,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-26,Quarter-finals,Switzerland,Austria,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-23,Group stage play-off,Germany,Türkiye,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-23,Group stage play-off,Switzerland,Italy,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-20,Group stage,Hungary,Germany,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-20,Group stage,Türkiye,Korea Republic,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-20,Group stage,Italy,Belgium,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-20,Group stage,Switzerland,England,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-19,Group stage,Uruguay,Scotland,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-19,Group stage,Brazil,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-19,Group stage,Austria,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-19,Group stage,France,Mexico,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-17,Group stage,Switzerland,Italy,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-17,Group stage,Hungary,Korea Republic,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-17,Group stage,Germany,Türkiye,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-17,Group stage,England,Belgium,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-16,Group stage,Uruguay,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-16,Group stage,Yugoslavia,France,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-16,Group stage,Brazil,Mexico,0,0,0,0,0.0,0.0,False,0,0
1954,1954-06-16,Group stage,Austria,Scotland,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-16,Final stage,Sweden,Spain,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-16,Final stage,Uruguay,Brazil,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-13,Final stage,Brazil,Spain,1,0,0,0,0.0,0.0,True,1,0
1950,1950-07-13,Final stage,Uruguay,Sweden,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-09,Final stage,Brazil,Sweden,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-09,Final stage,Uruguay,Spain,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-02,Group stage,Chile,United States,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-02,Group stage,Italy,Paraguay,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-02,Group stage,Uruguay,Bolivia,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-02,Group stage,Spain,England,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-02,Group stage,Switzerland,Mexico,0,0,0,0,0.0,0.0,False,0,0
1950,1950-07-01,Group stage,Brazil,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-29,Group stage,Spain,Chile,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-29,Group stage,United States,England,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-29,Group stage,Sweden,Paraguay,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-28,Group stage,Brazil,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-28,Group stage,Yugoslavia,Mexico,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-25,Group stage,Sweden,Italy,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-25,Group stage,England,Chile,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-25,Group stage,Spain,United States,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-25,Group stage,Yugoslavia,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1950,1950-06-24,Group stage,Brazil,Mexico,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-19,Third-place match,Brazil,Sweden,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-19,Final,Italy,Hungary,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-16,Semi-finals,Hungary,Sweden,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-16,Semi-finals,Italy,Brazil,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-14,Quarter-finals,Brazil,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-12,Quarter-finals,Sweden,Cuba,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-12,Quarter-finals,Brazil,Czechoslovakia,0,0,1,1,0.0,0.0,True,0,2
1938,1938-06-12,Quarter-finals,Hungary,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-12,Quarter-finals,Italy,France,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-09,Round of 16,Switzerland,Germany,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-09,Round of 16,Cuba,Romania,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-05,Round of 16,Italy,Norway,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-05,Round of 16,Cuba,Romania,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-05,Round of 16,France,Belgium,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-05,Round of 16,Brazil,Poland,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-05,Round of 16,Czechoslovakia,Netherlands,0,0,0,0,0.0,0.0,False,0,0
1938,1938-06-04,Round of 16,Switzerland,Germany,0,0,0,1,0.0,0.0,False,0,1
1934,1934-06-10,Final,Italy,Czechoslovakia,0,0,0,0,0.0,0.0,False,0,0
1934,1934-06-07,Third-place match,Germany,Austria,0,0,0,0,0.0,0.0,False,0,0
1934,1934-06-03,Semi-finals,Czechoslovakia,Germany,0,0,0,0,0.0,0.0,False,0,0
1934,1934-06-03,Semi-finals,Italy,Austria,0,0,0,0,0.0,0.0,False,0,0
1934,1934-06-01,Quarter-finals,Italy,Spain,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-31,Quarter-finals,Austria,Hungary,0,0,0,1,0.0,0.0,False,0,1
1934,1934-05-31,Quarter-finals,Czechoslovakia,Switzerland,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-31,Quarter-finals,Italy,Spain,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-31,Quarter-finals,Germany,Sweden,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Czechoslovakia,Romania,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Hungary,Egypt,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Austria,France,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Switzerland,Netherlands,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Sweden,Argentina,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Spain,Brazil,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Germany,Belgium,0,0,0,0,0.0,0.0,False,0,0
1934,1934-05-27,Round of 16,Italy,United States,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-30,Final,Uruguay,Argentina,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-26,Semi-finals,Argentina,United States,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-22,Group stage,Argentina,Chile,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-21,Group stage,Uruguay,Romania,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-20,Group stage,Brazil,Bolivia,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-20,Group stage,Paraguay,Belgium,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-19,Group stage,Chile,France,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-19,Group stage,Argentina,Mexico,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-18,Group stage,Uruguay,Peru,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-17,Group stage,Yugoslavia,Bolivia,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-17,Group stage,United States,Paraguay,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-16,Group stage,Chile,Mexico,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-15,Group stage,Argentina,France,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-14,Group stage,Yugoslavia,Brazil,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-14,Group stage,Romania,Peru,0,0,0,1,0.0,0.0,False,0,1
1930,1930-07-13,Group stage,United States,Belgium,0,0,0,0,0.0,0.0,False,0,0
1930,1930-07-13,Group stage,France,Mexico,0,0,0,0,0.0,0.0,False,0,0
2026,2026-06-11,Group stage,Mexico,South Africa,1,2,1,2,,,True,3,3
2026,2026-06-11,Group stage,Korea Republic,Czechia,1,0,0,0,,,True,1,0
2026,2026-06-12,Group stage,Canada,Bosnia–Herz,2,3,0,0,,,True,5,0
2026,2026-06-12,Group stage,United States,Paraguay,1,5,0,0,,,True,6,0
2026,2026-06-13,Group stage,Qatar,Switzerland,2,1,0,0,,,True,3,0
2026,2026-06-13,Group stage,Brazil,Morocco,2,0,0,0,,,True,2,0
2026,2026-06-13,Group stage,Australia,Türkiye,0,1,0,0,,,True,1,0
2026,2026-06-13,Group stage,Haiti,Scotland,1,3,0,0,,,True,4,0
2026,2026-06-14,Group stage,Germany,Curaçao,0,0,0,0,,,True,0,0
2026,2026-06-14,Group stage,Netherlands,Japan,3,0,0,0,,,True,3,0
2026,2026-06-14,Group stage,Côte d'Ivoire,Ecuador,3,1,0,0,,,True,4,0
2026,2026-06-14,Group stage,Sweden,Tunisia,0,1,0,0,,,True,1,0
2026,2026-06-15,Group stage,Belgium,Egypt,2,2,0,0,,,True,4,0
2026,2026-06-15,Group stage,Spain,Cabo Verde,1,1,0,0,,,True,2,0
2026,2026-06-15,Group stage,Saudi Arabia,Uruguay,1,0,0,0,,,True,1,0
2026,2026-06-15,Group stage,IR Iran,New Zealand,1,0,0,0,,,True,1,0
2026,2026-06-16,Group stage,France,Senegal,0,0,0,0,,,True,0,0
2026,2026-06-16,Group stage,Iraq,Norway,1,0,0,0,,,True,1,0
2026,2026-06-16,Group stage,Argentina,Algeria,0,0,0,0,,,True,0,0
2026,2026-06-16,Group stage,Austria,Jordan,1,0,0,0,,,True,1,0
2026,2026-06-17,Group stage,Portugal,Congo DR,3,1,0,0,,,True,4,0
2026,2026-06-17,Group stage,England,Croatia,0,0,0,0,,,True,0,0
2026,2026-06-17,Group stage,Ghana,Panama,1,2,0,0,,,True,3,0
2026,2026-06-17,Group stage,Uzbekistan,Colombia,1,1,0,0,,,True,2,0
2026,2026-06-18,Group stage,Czechia,South Africa,1,2,0,0,,,True,3,0
2026,2026-06-18,Group stage,Switzerland,Bosnia–Herz,1,2,0,1,,,True,3,1
